City_name,Average_node_connectivity,City_degree,Edge_number,Nature_connectivity,Average_short_length,Algebraic_connectivity,node_connectivity,connectivity_loss,size_of_largest_component,eco_value
海口,1.0,15,15,1.3562607173125618,1.875,1.0000000000000013,1,0.0,16,101.9
贵阳,3.4,10,25,2.831402953903285,1.5454545454545454,1.702615733583071,3,0.0,11,102.2
昆明,1.5,12,21,2.0065655003956775,1.7307692307692308,1.0000000000000075,1,0.0,13,100.7
拉萨,1.0,6,6,0.8676269289008737,1.7142857142857142,0.9999999999999999,1,0.0,7,100.1
西安,1.4545454545454546,10,15,1.696095653669369,1.7272727272727273,1.0000000000000213,1,0.0,11,102.8
兰州,1.0,2,2,0.5796736792348086,1.3333333333333333,0.9999999999999998,1,0.0,3,102.7
西宁,1.0,2,2,0.5796736792348086,1.3333333333333333,1.0,1,0.0,3,102.7
银川,1.0,2,2,0.5796736792348084,1.3333333333333333,1.0,1,0.0,3,103.4
乌鲁木齐,1.1944444444444444,8,10,1.278200770235086,1.7222222222222223,1.0000000000000087,1,0.0,9,101.8
北京,1.9555555555555555,9,17,2.350317645395108,1.6222222222222222,1.0000000000000062,1,0.0,10,102.4
上海,2.7,15,41,3.951958068322875,1.6583333333333334,1.000000000000016,1,0.0,16,102.5
南京,2.7583333333333333,15,39,3.7527906092537293,1.675,1.1377312334496261,2,0.0,16,102.5
广州,2.6473684210526316,19,51,4.29871470381461,1.731578947368421,1.0000000000000087,1,0.0,20,102.3
深圳,2.895238095238095,14,38,3.9683903497719224,1.638095238095238,1.0000000000000102,1,0.0,15,102.5
重庆,1.2,5,6,1.0188341716605767,1.6,1.000000000000001,1,0.0,6,101.6
成都,1.1333333333333333,9,11,1.275138286027583,1.7555555555555555,1.0000000000000033,1,0.0,10,102.7
天津,3.6,15,48,4.821176356741993,1.6,2.000000000000035,2,0.0,16,102.4
石家庄,4.46969696969697,11,37,4.674408790234373,1.4393939393939394,1.0000000000000058,1,0.0,12,101.2
太原,1.8333333333333333,11,22,2.2786810446976085,1.6666666666666667,1.000000000000009,1,0.0,12,102.2
呼和浩特,2.0952380952380953,6,11,1.8120405871025953,1.4761904761904763,1.0000000000000038,1,0.0,7,101.6
沈阳,1.8366013071895424,17,32,2.585527868855263,1.7908496732026145,1.000000000000072,1,0.0,18,101.4
大连,2.533333333333333,5,10,1.9241716050156223,1.3333333333333333,2.0000000000000013,2,0.0,6,102.5
长春,1.2,9,12,1.379430526478468,1.7333333333333334,1.0000000000000013,1,0.0,10,100.8
哈尔滨,2.0,2,3,0.9963106677528506,1.0,3.0,2,0.0,3,101.9
杭州,3.9263157894736844,19,67,5.484250455609445,1.6473684210526316,1.7275838077464887,2,0.0,20,102.6
宁波,4.8,9,31,4.402507795535944,1.3111111111111111,3.0000000000000115,3,0.0,10,102.4
合肥,3.225108225108225,21,63,4.965910598579323,1.7272727272727273,1.0000000000000404,1,0.0,22,102.8
福州,1.7222222222222223,8,14,1.881100936924041,1.6111111111111112,1.000000000000007,1,0.0,9,101.8
厦门,2.7,4,8,1.7953171269628072,1.2,2.000000000000001,2,0.0,5,101.9
南昌,1.7333333333333334,9,16,1.9815268676680886,1.6444444444444444,1.0000000000000062,1,0.0,10,101.5
济南,3.8088235294117645,16,49,4.1914128272329005,1.6397058823529411,1.7112732800244803,3,0.0,17,102.3
青岛,4.472527472527473,13,44,4.592475010191309,1.5164835164835164,1.8206008916175698,2,0.0,14,102.1
郑州,3.458498023715415,22,65,4.3071572519488655,1.743083003952569,1.273088564646255,2,0.0,23,101.7
武汉,2.0,23,57,4.550333303808901,1.7934782608695652,1.000000000000073,1,0.0,24,102.1
长沙,2.6600790513833994,22,59,4.292491422754702,1.766798418972332,1.0358413430320486,2,0.0,23,101.5
南宁,1.7428571428571429,14,28,2.531706228572707,1.7333333333333334,1.0000000000000284,1,0.0,15,101.9
海口,1.0,12,12,1.1957633515414685,1.8461538461538463,1.0000000000000009,1,0.0,13,101.9
贵阳,2.8333333333333335,12,30,3.012999618163112,1.6153846153846154,1.3652787695523374,2,0.0,13,100.8
昆明,1.3333333333333333,11,17,1.7445010712809328,1.7424242424242424,1.0000000000000038,1,0.0,12,100.1
拉萨,1.0,8,8,0.9799094311519359,1.7777777777777777,0.9999999999999997,1,0.0,9,99.9
西安,1.5368421052631578,19,37,3.163683299879357,1.805263157894737,1.0000000000000344,1,0.0,20,102.4
兰州,1.1904761904761905,14,20,1.7702319585555808,1.8095238095238095,1.000000000000023,1,0.0,15,102.3
西宁,1.3333333333333333,6,8,1.2443388841770078,1.619047619047619,1.000000000000003,1,0.0,7,101.8
银川,1.5,8,12,1.577363142350524,1.6666666666666667,1.0000000000000087,1,0.0,9,102.4
乌鲁木齐,1.1428571428571428,6,7,1.048358573231517,1.6666666666666667,1.0000000000000018,1,0.0,7,101.6
北京,1.4861538461538462,25,48,3.217394468141024,1.8523076923076922,1.0000000000000697,1,0.0,26,102.0
上海,3.4678362573099415,18,59,4.870190393564676,1.654970760233918,1.3846479145172894,2,0.0,19,102.2
南京,2.8529411764705883,16,46,4.4881050706231065,1.661764705882353,1.0000000000000235,1,0.0,17,102.2
广州,2.7908496732026142,17,46,4.220420701998622,1.6993464052287581,1.0000000000000275,1,0.0,18,101.8
深圳,2.75,15,40,3.9150070315863617,1.6666666666666667,1.0000000000000209,1,0.0,16,102.0
重庆,1.4285714285714286,7,10,1.4146853396869683,1.6428571428571428,1.000000000000004,1,0.0,8,100.2
成都,1.1,20,26,1.9709620111495905,1.8761904761904762,1.000000000000052,1,0.0,21,100.7
天津,4.136363636363637,11,36,4.503326074198511,1.4545454545454546,1.8689491763580575,2,0.0,12,101.0
石家庄,5.363636363636363,10,37,4.889379063597399,1.3272727272727274,3.0000000000000067,3,0.0,11,100.3
太原,1.8333333333333333,11,22,2.2786810446976085,1.6666666666666667,1.0000000000000213,1,0.0,12,101.0
呼和浩特,1.8571428571428572,7,13,1.8484429846159458,1.5357142857142858,1.0000000000000024,1,0.0,8,100.3
沈阳,1.5029239766081872,18,33,2.5768111761318466,1.8070175438596492,1.0000000000000488,1,0.0,19,100.3
大连,2.7,4,8,1.795317126962805,1.2,2.000000000000002,2,0.0,5,101.1
长春,1.2363636363636363,10,14,1.516914571316124,1.7454545454545454,1.0000000000000049,1,0.0,11,100.2
哈尔滨,1.5494505494505495,13,22,2.0952084709270027,1.7582417582417582,1.000000000000032,1,0.0,14,101.2
杭州,3.3333333333333335,18,56,4.852108777118314,1.672514619883041,1.0000000000000107,1,0.0,19,101.5
宁波,4.822222222222222,9,31,4.388858223052218,1.3111111111111111,3.000000000000013,3,0.0,10,101.7
合肥,3.1699346405228757,17,45,3.6886220994355337,1.7058823529411764,1.4728414079043624,2,0.0,18,102.1
福州,2.0,8,15,2.099291146597687,1.5833333333333333,1.0000000000000058,1,0.0,9,101.0
厦门,2.933333333333333,5,11,2.1409338469505506,1.2666666666666666,1.8299135133739666,2,0.0,6,100.9
南昌,1.288888888888889,9,13,1.5000350648626695,1.711111111111111,1.0000000000000056,1,0.0,10,100.8
济南,2.966666666666667,15,41,3.8525508948679197,1.6583333333333334,1.3079552183824872,2,0.0,16,101.4
青岛,4.2727272727272725,10,32,4.130168490740583,1.4181818181818182,1.7949153277541856,2,0.0,11,101.3
郑州,2.935672514619883,18,45,3.379801353547984,1.736842105263158,1.2360730522368757,2,0.0,19,100.9
武汉,1.2666666666666666,20,33,2.411388215106794,1.8428571428571427,1.0000000000000424,1,0.0,21,101.6
长沙,1.7543859649122806,18,36,2.698532514676862,1.7894736842105263,1.0000000000001112,1,0.0,19,100.9
南宁,1.6153846153846154,12,22,2.145818740111083,1.7179487179487178,1.000000000000019,1,0.0,13,101.5
海口,1.0,11,11,1.1421884473842552,1.8333333333333333,1.0,1,0.0,12,101.2
贵阳,3.378787878787879,11,29,3.086651084500455,1.5606060606060606,1.5500132026280706,2,0.0,12,100.0
昆明,1.4166666666666667,8,12,1.5435710894798305,1.6666666666666667,1.0000000000000029,1,0.0,9,100.0
拉萨,1.0,8,8,0.9799094311519359,1.7777777777777777,1.0,1,0.0,9,99.5
西安,1.3076923076923077,13,19,1.8050060171239288,1.7912087912087913,1.0000000000000375,1,0.0,14,101.6
兰州,1.2435897435897436,12,17,1.6769071886296056,1.7820512820512822,1.0000000000000118,1,0.0,13,101.0
西宁,1.3333333333333333,6,8,1.2443388841770078,1.619047619047619,1.000000000000005,1,0.0,7,101.2
银川,1.6666666666666667,5,8,1.3883915950812205,1.4666666666666666,1.0000000000000022,1,0.0,6,101.6
乌鲁木齐,1.3818181818181818,10,15,1.6476872957775666,1.7272727272727273,1.0000000000000162,1,0.0,11,100.9
北京,2.131868131868132,13,28,2.7616941094201954,1.6923076923076923,1.0000000000000318,1,0.0,14,101.2
上海,3.065934065934066,13,37,3.927782294874829,1.5934065934065933,1.5157693352299102,2,0.0,14,101.1
南京,2.0606060606060606,11,23,2.920769841102508,1.6515151515151516,1.000000000000005,1,0.0,12,101.3
广州,2.780952380952381,14,37,3.8846101934590127,1.6476190476190475,1.000000000000007,1,0.0,15,101.6
深圳,3.1818181818181817,10,27,3.5876530108515374,1.509090909090909,1.000000000000006,1,0.0,11,101.4
重庆,1.5714285714285714,6,9,1.4173528271234508,1.5714285714285714,1.0000000000000036,1,0.0,7,99.8
成都,1.1228070175438596,18,24,1.8974382061022288,1.8596491228070176,1.0000000000000264,1,0.0,19,99.9
天津,4.346153846153846,12,44,5.294350557137834,1.4743589743589745,1.0000000000000016,1,0.0,13,101.3
石家庄,3.138888888888889,8,23,3.5129788211576174,1.4444444444444444,2.0000000000000067,2,0.0,9,100.8
太原,4.378787878787879,11,40,5.0887591442507585,1.4393939393939394,1.0000000000000038,1,0.0,12,101.2
呼和浩特,7.87987987987988,36,230,13.583135892630636,1.6591591591591592,7.000000000000207,7,0.0,37,101.0
沈阳,3.138888888888889,8,23,3.512978821157625,1.4444444444444444,2.0000000000000044,2,0.0,9,101.2
大连,2.0,2,5,1.7254585537059635,1.0,3.0,2,0.0,3,101.6
长春,3.138888888888889,8,23,3.5129788211576174,1.4444444444444444,2.0000000000000044,2,0.0,9,101.4
哈尔滨,3.138888888888889,8,23,3.5129788211576174,1.4444444444444444,2.0000000000000036,2,0.0,9,101.5
杭州,4.171428571428572,14,51,5.597488551086207,1.542857142857143,1.0000000000000082,1,0.0,15,101.0
宁波,4.378787878787879,11,40,5.088759144250763,1.4393939393939394,1.0000000000000067,1,0.0,12,101.9
合肥,4.346153846153846,12,44,5.29435055713782,1.4743589743589745,1.0000000000000004,1,0.0,13,102.0
福州,3.138888888888889,8,23,3.5129788211576174,1.4444444444444444,2.0000000000000044,2,0.0,9,100.4
厦门,3.138888888888889,8,23,3.5129788211576174,1.4444444444444444,2.000000000000003,2,0.0,9,101.1
南昌,3.138888888888889,8,23,3.5129788211576174,1.4444444444444444,2.0000000000000053,2,0.0,9,100.8
济南,4.346153846153846,12,44,5.294350557137834,1.4743589743589745,1.000000000000002,1,0.0,13,101.6
青岛,3.138888888888889,8,23,3.5129788211576174,1.4444444444444444,2.0000000000000084,2,0.0,9,101.7
郑州,3.3,4,12,2.7505617753561222,1.1,2.999999999999999,3,0.0,5,101.5
武汉,3.138888888888889,8,23,3.512978821157625,1.4444444444444444,2.0000000000000044,2,0.0,9,101.3
长沙,4.378787878787879,11,40,5.088759144250763,1.4393939393939394,1.0000000000000064,1,0.0,12,100.7
南宁,4.346153846153846,12,44,5.29435055713782,1.4743589743589745,1.0000000000000024,1,0.0,13,101.6
海口,3.4285714285714284,6,18,3.253338490774933,1.2857142857142858,3.000000000000001,3,0.0,7,101.0
贵阳,4.346153846153846,12,44,5.294350557137834,1.4743589743589745,1.000000000000001,1,0.0,13,100.2
昆明,4.346153846153846,12,44,5.294350557137834,1.4743589743589745,1.000000000000003,1,0.0,13,100.0
拉萨,2.0,2,5,1.725458553705962,1.0,3.0,2,0.0,3,99.5
西安,4.171428571428572,14,51,5.597488551086207,1.542857142857143,1.000000000000009,1,0.0,15,101.4
兰州,8.99047619047619,14,77,7.768212156091358,1.2952380952380953,8.000000000000014,8,0.0,15,100.9
西宁,3.4285714285714284,7,21,3.4803934030334274,1.3571428571428572,2.999999999999999,3,0.0,8,101.3
银川,5.498751373489162,142,883,24.57484091030776,1.9120966936369994,2.9955133732484422,3,0.0,142,102.1
乌鲁木齐,3.138888888888889,8,23,3.5129788211576183,1.4444444444444444,2.000000000000005,2,0.0,9,101.5
北京,1.5454545454545454,11,18,2.1528320732507242,1.7272727272727273,1.0000000000000089,1,0.0,12,101.4
上海,1.5512820512820513,12,20,2.2637530031818076,1.7435897435897436,1.0000000000000167,1,0.0,13,101.3
南京,2.0,2,3,0.9963106677528506,1.0,2.999999999999999,2,0.0,3,101.5
广州,1.4725274725274726,13,21,2.2580716757487527,1.7692307692307692,1.0000000000000095,1,0.0,14,100.9
深圳,1.4725274725274726,13,21,2.2580716757487496,1.7692307692307692,1.0000000000000087,1,0.0,14,101.3
重庆,1.3333333333333333,8,11,1.4947828221338733,1.6944444444444444,1.0000000000000022,1,0.0,9,100.3
成都,1.5512820512820513,12,20,2.2637530031818076,1.7435897435897436,1.0000000000000098,1,0.0,13,100.4
天津,4.714285714285714,20,81,6.436857717271115,1.6142857142857143,1.9952063296151763,2,0.0,21,102.0
石家庄,6.03030303030303,11,46,5.759099704126019,1.303030303030303,4.0000000000000275,4,0.0,12,101.0
太原,2.378787878787879,11,24,2.577176229871775,1.6363636363636365,1.2318939634034132,2,0.0,12,101.2
呼和浩特,2.6666666666666665,6,13,2.1764893419499765,1.380952380952381,1.6313506281127639,2,0.0,7,101.2
沈阳,1.9281045751633987,17,33,2.759871528242822,1.7843137254901962,1.0000000000000213,1,0.0,18,101.5
大连,2.6666666666666665,6,13,2.221298329108636,1.380952380952381,2.000000000000001,2,0.0,7,101.6
长春,1.378787878787879,11,18,1.8365094319974629,1.7272727272727273,1.000000000000003,1,0.0,12,101.0
哈尔滨,1.4333333333333333,15,27,2.3309627416846164,1.775,1.0000000000000189,1,0.0,16,101.8
杭州,4.181818181818182,22,83,6.2648018158766,1.6719367588932805,1.783615559069304,2,0.0,23,101.2
宁波,5.654545454545454,10,39,5.1263250797629984,1.290909090909091,3.650591774931928,4,0.0,11,102.3
合肥,4.705627705627705,21,81,6.414207674243351,1.6493506493506493,1.663565352539834,2,0.0,22,102.0
福州,2.8,10,25,3.1818046804006452,1.5454545454545454,1.0000000000000044,1,0.0,11,100.0
厦门,3.2,9,24,3.233424011930245,1.4666666666666666,2.000000000000009,2,0.0,10,101.2
南昌,2.0256410256410255,12,23,2.267888690218891,1.705128205128205,1.0000000000000355,1,0.0,13,100.9
济南,5.189473684210526,19,79,6.667353652615231,1.5842105263157895,2.7925313988732774,3,0.0,20,102.0
青岛,6.338095238095238,20,97,7.856152332833177,1.5380952380952382,3.7761314838943343,4,0.0,21,101.8
郑州,3.6231884057971016,23,68,4.429831923648313,1.7536231884057971,1.0000000000000218,1,0.0,24,101.3
武汉,2.249230769230769,25,68,5.188511375001655,1.7907692307692307,1.0000000000000893,1,0.0,26,101.3
长沙,3.2215384615384615,25,80,5.613553571723134,1.7538461538461538,1.067007468751262,2,0.0,26,100.4
南宁,2.4857142857142858,14,32,2.9315538305545568,1.6952380952380952,1.0000000000000318,1,0.0,15,101.7
海口,1.025,15,16,1.4346619443351558,1.8666666666666667,1.0000000000000147,1,0.0,16,100.8
贵阳,3.1691176470588234,16,44,3.96238436933428,1.6764705882352942,1.0000000000000024,1,0.0,17,101.0
昆明,1.65359477124183,17,34,2.696539594915427,1.7777777777777777,1.00000000000005,1,0.0,18,100.9
拉萨,1.0,8,8,0.9799094311519359,1.7777777777777777,0.9999999999999997,1,0.0,9,99.9
西安,1.5233333333333334,24,50,3.421060447216783,1.8333333333333333,1.0000000000000875,1,0.0,25,102.1
兰州,1.6285714285714286,14,24,2.1293770843335884,1.7714285714285714,1.0000000000000464,1,0.0,15,101.4
西宁,1.3333333333333333,8,11,1.4474890478823477,1.6944444444444444,1.0000000000000078,1,0.0,9,101.7
银川,1.8928571428571428,7,12,1.7046737326603492,1.5714285714285714,1.0000000000000075,1,0.0,8,102.3
乌鲁木齐,1.5164835164835164,13,21,2.0299853909507193,1.7692307692307692,1.0000000000000473,1,0.0,14,102.7
北京,1.4946236559139785,30,63,3.704155740474479,1.864516129032258,1.0000000000001301,1,0.0,31,101.5
上海,3.735042735042735,26,95,6.315704483207173,1.7293447293447293,1.5656825781464105,2,0.0,27,101.3
南京,4.119047619047619,20,73,6.1368891013260765,1.6523809523809523,1.4137071564208186,2,0.0,21,101.8
广州,2.6268115942028984,23,64,4.9884194311059895,1.7681159420289856,1.0000000000000566,1,0.0,24,101.6
深圳,3.366013071895425,17,53,4.951376952678763,1.65359477124183,2.000000000000033,2,0.0,18,101.4
重庆,1.9615384615384615,12,22,2.3041592051378754,1.7179487179487178,1.00000000000003,1,0.0,13,100.3
成都,1.355072463768116,23,37,2.608544834626737,1.8659420289855073,1.0000000000001084,1,0.0,24,101.1
天津,5.428571428571429,21,96,7.277660223222987,1.5844155844155845,2.3674025400680447,3,0.0,22,101.5
石家庄,5.233333333333333,15,62,6.364153912789086,1.4833333333333334,1.577819447483554,2,0.0,16,100.8
太原,3.208791208791209,13,35,3.4642140355335447,1.6153846153846154,1.5671922953173079,2,0.0,14,100.6
呼和浩特,3.0,7,17,2.5898354975722944,1.3928571428571428,1.6765957239135276,2,0.0,8,101.1
沈阳,2.9947368421052634,19,52,4.025599749163587,1.7263157894736842,1.0000000000000353,1,0.0,20,101.7
大连,2.9272727272727272,10,26,3.2230845782362825,1.5272727272727273,1.6302561741952584,2,0.0,11,101.4
长春,3.043956043956044,13,34,3.3873104181785556,1.6263736263736264,1.2473639776872203,2,0.0,14,100.6
哈尔滨,1.7076023391812865,18,36,2.8283460470754713,1.7894736842105263,1.00000000000004,1,0.0,19,100.4
杭州,5.610837438423645,28,130,8.338984583767802,1.6798029556650247,2.461597361171176,3,0.0,29,101.2
宁波,6.208791208791209,13,58,6.472288890033224,1.3626373626373627,3.000000000000008,3,0.0,14,102.6
合肥,6.076086956521739,23,110,8.253174639124188,1.6014492753623188,2.5827940039230723,3,0.0,24,101.9
福州,4.2,10,32,4.161696676185192,1.4181818181818182,2.705432134407665,3,0.0,11,100.2
厦门,3.8484848484848486,11,34,4.156633132588166,1.4848484848484849,1.875092936884077,2,0.0,12,101.3
南昌,4.508333333333334,15,53,4.939670778800204,1.5583333333333333,2.28546159152644,3,0.0,16,101.3
济南,6.673684210526316,19,95,7.9819619842931075,1.5,3.638695590912761,4,0.0,20,101.8
青岛,7.926406926406926,21,118,9.143713886269587,1.4891774891774892,3.8670781338071603,5,0.0,22,101.8
郑州,4.683333333333334,24,91,5.9228431022327825,1.6966666666666668,1.6231285224818808,2,0.0,25,101.2
武汉,3.064367816091954,29,92,5.8179872323293775,1.7885057471264367,1.0000000000001015,1,0.0,30,101.7
长沙,4.415384615384616,25,87,5.2773034647444,1.7323076923076923,1.4497533046984892,3,0.0,26,101.1
南宁,2.423076923076923,12,27,2.7596074758408844,1.6538461538461537,1.2073498268142597,2,0.0,13,102.0
海口,1.105263157894737,18,22,1.8450377747737434,1.871345029239766,1.0000000000000093,1,0.0,19,100.7
贵阳,4.171428571428572,14,44,4.047960223303211,1.5809523809523809,1.835176253080959,3,0.0,15,101.1
昆明,1.5735294117647058,16,30,2.3951493009427103,1.7794117647058822,1.0000000000000755,1,0.0,17,101.0
拉萨,1.0,8,8,0.9799094311519359,1.7777777777777777,1.0000000000000004,1,0.0,9,100.8
西安,2.6551724137931036,29,79,4.417886108270665,1.818390804597701,1.0000000000001683,1,0.0,30,101.9
兰州,1.713235294117647,16,32,2.6106905782340424,1.7647058823529411,1.0000000000000233,1,0.0,17,101.3
西宁,1.7142857142857142,7,11,1.6030798211300126,1.6071428571428572,1.0000000000000013,1,0.0,8,101.1
银川,2.1555555555555554,9,18,2.2198680678128473,1.6,1.0000000000000135,1,0.0,10,102.1
乌鲁木齐,1.5166666666666666,15,25,2.254671599901427,1.7916666666666667,1.0000000000000573,1,0.0,16,102.5
北京,2.7525641025641026,39,120,5.6948402290426,1.8461538461538463,1.0000000000002336,1,0.0,40,100.9
上海,4.133633633633633,36,145,7.761362745710338,1.7822822822822824,1.6644858363701391,2,0.0,37,101.2
南京,5.740259740259741,21,95,7.410601050637132,1.5887445887445888,2.374473952111411,3,0.0,22,101.8
广州,3.466666666666667,9,25,3.521676645441224,1.4444444444444444,1.9065784118543927,2,0.0,10,101.5
深圳,2.4615384615384617,12,29,3.322191333830127,1.6282051282051282,1.0000000000000073,1,0.0,13,101.1
重庆,2.2421052631578946,19,45,3.5364129277605025,1.763157894736842,1.0000000000000555,1,0.0,20,100.9
成都,1.713768115942029,23,46,3.428460543919222,1.8333333333333333,1.0000000000000344,1,0.0,24,100.1
天津,4.1454545454545455,10,32,4.33187133553653,1.4181818181818182,2.000000000000011,2,0.0,11,101.6
石家庄,4.763636363636364,10,34,4.480765804695017,1.3818181818181818,1.9363001312877552,2,0.0,11,101.3
太原,1.7575757575757576,11,21,2.173680794509558,1.6818181818181819,1.000000000000015,1,0.0,12,101.3
呼和浩特,1.5714285714285714,6,9,1.5075232011650743,1.5714285714285714,1.0000000000000004,1,0.0,7,101.6
沈阳,1.5947712418300655,17,30,2.507870021714131,1.803921568627451,1.00000000000006,1,0.0,18,101.7
大连,2.533333333333333,5,10,1.9241716050156223,1.3333333333333333,2.0000000000000004,2,0.0,6,101.4
长春,1.3333333333333333,9,13,1.5889246932928105,1.711111111111111,1.0000000000000049,1,0.0,10,100.8
哈尔滨,1.4222222222222223,9,14,1.6902638671223063,1.6888888888888889,1.000000000000005,1,0.0,10,100.5
杭州,3.9558823529411766,16,56,5.153484116287165,1.588235294117647,1.7922656163760555,2,0.0,17,101.3
宁波,4.6,9,30,4.215446468502366,1.3333333333333333,3.0000000000000178,3,0.0,10,102.7
合肥,2.496732026143791,17,43,3.892497695812679,1.7189542483660132,1.0000000000000373,1,0.0,18,102.0
福州,1.8214285714285714,7,12,1.8321854735586014,1.5714285714285714,1.0000000000000029,1,0.0,8,100.8
厦门,2.2,4,7,1.584413339028179,1.3,1.0,1,0.0,5,101.6
南昌,1.1428571428571428,6,7,1.048358573231517,1.6666666666666667,1.0000000000000027,1,0.0,7,101.9
济南,3.425,15,42,3.7584197440916056,1.65,1.5399125651097343,2,0.0,16,102.0
青岛,4.115384615384615,12,38,4.148231612378548,1.5128205128205128,1.7579216786275598,2,0.0,13,102.5
郑州,2.3526315789473684,19,45,3.2426976386934636,1.763157894736842,1.0000000000000382,1,0.0,20,101.7
武汉,1.4052631578947368,19,34,2.8449976462809117,1.8210526315789475,1.0000000000000122,1,0.0,20,101.0
长沙,1.6631578947368422,19,41,3.1232974677338765,1.7842105263157895,1.000000000000085,1,0.0,20,101.6
南宁,1.2820512820512822,12,18,1.7592242963091056,1.7692307692307692,1.0000000000000133,1,0.0,13,102.1
海口,1.0,11,11,1.1421884473842552,1.8333333333333333,1.0,1,0.0,12,101.1
贵阳,3.073529411764706,16,43,3.8032618251302304,1.6838235294117647,1.0000000000000222,1,0.0,17,101.2
昆明,1.6952380952380952,14,26,2.314157461958189,1.7523809523809524,1.000000000000025,1,0.0,15,101.1
拉萨,1.0,8,8,0.9799094311519359,1.7777777777777777,1.0000000000000004,1,0.0,9,101.3
西安,1.4152046783625731,18,32,2.5897967465006233,1.8128654970760234,1.0000000000000542,1,0.0,19,102.5
兰州,1.309090909090909,10,15,1.6196450103525049,1.7272727272727273,1.000000000000004,1,0.0,11,101.5
西宁,1.3333333333333333,6,8,1.2443388841770078,1.619047619047619,1.0000000000000018,1,0.0,7,101.5
银川,1.7,4,6,1.253812041517809,1.4,1.0000000000000016,1,0.0,5,102.0
乌鲁木齐,1.2142857142857142,7,9,1.221648006033328,1.6785714285714286,1.0000000000000009,1,0.0,8,102.5
北京,1.4836601307189543,17,30,2.5980576180205865,1.803921568627451,1.000000000000046,1,0.0,18,101.2
上海,2.457894736842105,19,51,4.111395650047806,1.731578947368421,1.000000000000065,1,0.0,20,101.2
南京,2.7051282051282053,12,30,3.4540534984250573,1.6153846153846154,1.0000000000000038,1,0.0,13,101.9
广州,2.087912087912088,13,28,2.9421033056211097,1.6923076923076923,1.000000000000013,1,0.0,14,101.3
深圳,2.7857142857142856,7,16,2.629387570485927,1.4285714285714286,1.0000000000000018,1,0.0,8,101.4
重庆,1.8571428571428572,6,10,1.5999143189108969,1.5238095238095237,1.0000000000000056,1,0.0,7,101.2
成都,1.1263157894736842,19,25,1.9590362590883938,1.868421052631579,1.0000000000000364,1,0.0,20,100.9
天津,3.9454545454545453,10,31,4.119687285432049,1.4363636363636363,2.0000000000000098,2,0.0,11,101.2
石家庄,4.963636363636364,10,35,4.560637249433072,1.3636363636363635,2.955565016767465,3,0.0,11,101.2
太原,1.7575757575757576,11,21,2.173680794509558,1.6818181818181819,1.0000000000000213,1,0.0,12,101.2
呼和浩特,1.8,5,8,1.5349760129092187,1.4666666666666666,1.0000000000000002,1,0.0,6,101.2
沈阳,1.5947712418300655,17,30,2.5078700217141314,1.803921568627451,1.0000000000000533,1,0.0,18,102.0
大连,2.533333333333333,5,10,1.9241716050156223,1.3333333333333333,2.0000000000000013,2,0.0,6,101.5
长春,1.3333333333333333,9,13,1.5889246932928105,1.711111111111111,1.0000000000000009,1,0.0,10,100.4
哈尔滨,1.4222222222222223,9,14,1.6902638671223063,1.6888888888888889,1.0000000000000147,1,0.0,10,99.7
杭州,3.831578947368421,19,65,5.347773554345521,1.6578947368421053,1.6112339338764192,2,0.0,20,100.8
宁波,4.6,9,30,4.215446468502366,1.3333333333333333,3.0000000000000155,3,0.0,10,102.2
合肥,2.6285714285714286,20,55,4.606821400093506,1.7380952380952381,1.0000000000000195,1,0.0,21,101.8
福州,2.0,8,15,2.2238627742433748,1.5833333333333333,1.0000000000000042,1,0.0,9,100.1
厦门,2.5357142857142856,7,15,2.373250292932707,1.4642857142857142,1.0000000000000053,1,0.0,8,101.4
南昌,1.2777777777777777,8,11,1.388472180351854,1.6944444444444444,1.0000000000000062,1,0.0,9,101.2
济南,3.3916666666666666,15,43,3.923129576343641,1.6416666666666666,1.4994196052518196,2,0.0,16,101.7
青岛,4.064102564102564,12,38,4.203876193342508,1.5128205128205128,1.7014244515735029,2,0.0,13,101.7
郑州,3.051948051948052,21,56,3.702506788103553,1.7575757575757576,1.2422397351284173,2,0.0,22,101.0
武汉,1.5810276679841897,22,45,3.6322490714407345,1.8221343873517786,1.0000000000000193,1,0.0,23,99.0
长沙,1.8421052631578947,19,42,3.1753101078123125,1.7789473684210526,1.000000000000104,1,0.0,20,101.2
南宁,1.6691176470588236,16,32,2.7248910888937203,1.7647058823529411,1.0000000000000158,1,0.0,17,101.3
海口,1.0,11,11,1.1421884473842552,1.8333333333333333,1.0000000000000004,1,0.0,12,100.7
贵阳,3.4836601307189543,17,49,4.094336940874491,1.6797385620915033,1.0000000000000115,1,0.0,18,100.5
昆明,1.3626373626373627,13,21,1.9248742607958835,1.7692307692307692,1.0000000000000115,1,0.0,14,100.8
拉萨,1.0,6,6,0.8676269289008737,1.7142857142857142,1.0000000000000002,1,0.0,7,101.5
西安,1.3801169590643274,18,31,2.5599164206755867,1.8187134502923976,1.0000000000000455,1,0.0,19,101.8
兰州,1.196969696969697,11,15,1.5388553009645918,1.7727272727272727,1.0000000000000124,1,0.0,12,101.2
西宁,1.25,7,9,1.2575607304667444,1.6785714285714286,1.0000000000000062,1,0.0,8,101.6
银川,1.7,4,6,1.253812041517809,1.4,1.0000000000000007,1,0.0,5,101.5
