city_name,点数量,边数量,city_around_list_name
合肥,20,48,"[('马鞍山', '南京'), ('马鞍山', '合肥'), ('马鞍山', '芜湖'), ('亳州', '合肥'), ('亳州', '淮北'), ('亳州', '阜阳'), ('安庆', '合肥'), ('安庆', '铜陵'), ('安庆', '池州'), ('宣城', '南京'), ('宣城', '杭州'), ('宣城', '合肥'), ('宣城', '芜湖'), ('苏州', '上海'), ('苏州', '南京'), ('苏州', '杭州'), ('苏州', '合肥'), ('苏州', '六安'), ('宿州', '合肥'), ('宿州', '淮北'), ('杭州', '上海'), ('杭州', '南京'), ('杭州', '阜阳'), ('杭州', '黄山'), ('杭州', '合肥'), ('上海', '合肥'), ('上海', '南京'), ('上海', '阜阳'), ('上海', '芜湖'), ('池州', '合肥'), ('池州', '铜陵'), ('六安', '合肥'), ('六安', '淮南'), ('六安', '阜阳'), ('滁州', '南京'), ('滁州', '合肥'), ('滁州', '蚌埠'), ('蚌埠', '合肥'), ('芜湖', '南京'), ('芜湖', '合肥'), ('芜湖', '铜陵'), ('黄山', '合肥'), ('阜阳', '合肥'), ('阜阳', '淮南'), ('合肥', '南京'), ('合肥', '淮南'), ('合肥', '铜陵'), ('合肥', '淮北')]"
福州,9,21,"[('泉州', '福州'), ('泉州', '厦门'), ('泉州', '莆田'), ('泉州', '三明'), ('泉州', '漳州'), ('泉州', '龙岩'), ('三明', '福州'), ('三明', '厦门'), ('三明', '南平'), ('三明', '龙岩'), ('龙岩', '福州'), ('龙岩', '厦门'), ('龙岩', '漳州'), ('厦门', '福州'), ('厦门', '漳州'), ('厦门', '南平'), ('厦门', '莆田'), ('莆田', '福州'), ('宁德', '福州'), ('福州', '南平'), ('福州', '漳州')]"
厦门,8,20,"[('泉州', '福州'), ('泉州', '厦门'), ('泉州', '莆田'), ('泉州', '三明'), ('泉州', '漳州'), ('泉州', '龙岩'), ('龙岩', '福州'), ('龙岩', '厦门'), ('龙岩', '三明'), ('龙岩', '漳州'), ('厦门', '福州'), ('厦门', '漳州'), ('厦门', '三明'), ('厦门', '南平'), ('厦门', '莆田'), ('莆田', '福州'), ('漳州', '福州'), ('福州', '南平'), ('福州', '三明'), ('三明', '南平')]"
南昌,8,11,"[('吉安', '南昌'), ('吉安', '赣州'), ('吉安', '宜春'), ('抚州', '南昌'), ('抚州', '赣州'), ('赣州', '南昌'), ('九江', '南昌'), ('上饶', '南昌'), ('上饶', '景德镇'), ('景德镇', '南昌'), ('宜春', '南昌')]"
济南,18,55,"[('临沂', '济南'), ('临沂', '青岛'), ('临沂', '淄博'), ('临沂', '枣庄'), ('临沂', '潍坊'), ('临沂', '济宁'), ('临沂', '泰安'), ('临沂', '日照'), ('滨州', '天津'), ('滨州', '济南'), ('滨州', '淄博'), ('滨州', '东营'), ('滨州', '潍坊'), ('滨州', '德州'), ('日照', '济南'), ('日照', '青岛'), ('日照', '潍坊'), ('菏泽', '北京'), ('菏泽', '济南'), ('菏泽', '青岛'), ('菏泽', '济宁'), ('菏泽', '泰安'), ('天津', '北京'), ('天津', '德州'), ('天津', '济南'), ('泰安', '济南'), ('泰安', '青岛'), ('泰安', '淄博'), ('泰安', '济宁'), ('北京', '济南'), ('北京', '德州'), ('北京', '聊城'), ('北京', '青岛'), ('威海', '济南'), ('威海', '青岛'), ('威海', '烟台'), ('德州', '济南'), ('德州', '聊城'), ('济宁', '济南'), ('济宁', '青岛'), ('济宁', '枣庄'), ('东营', '济南'), ('东营', '淄博'), ('东营', '潍坊'), ('淄博', '济南'), ('淄博', '青岛'), ('淄博', '潍坊'), ('枣庄', '济南'), ('聊城', '济南'), ('青岛', '济南'), ('青岛', '潍坊'), ('青岛', '烟台'), ('济南', '潍坊'), ('济南', '烟台'), ('烟台', '潍坊')]"
青岛,13,46,"[('临沂', '济南'), ('临沂', '莱芜'), ('临沂', '青岛'), ('临沂', '淄博'), ('临沂', '潍坊'), ('临沂', '济宁'), ('临沂', '泰安'), ('临沂', '日照'), ('日照', '济南'), ('日照', '莱芜'), ('日照', '青岛'), ('日照', '潍坊'), ('菏泽', '北京'), ('菏泽', '济南'), ('菏泽', '莱芜'), ('菏泽', '青岛'), ('菏泽', '济宁'), ('菏泽', '泰安'), ('威海', '济南'), ('威海', '莱芜'), ('威海', '青岛'), ('威海', '烟台'), ('泰安', '济南'), ('泰安', '莱芜'), ('泰安', '青岛'), ('泰安', '淄博'), ('泰安', '济宁'), ('北京', '济南'), ('北京', '青岛'), ('北京', '莱芜'), ('莱芜', '淄博'), ('莱芜', '济宁'), ('莱芜', '潍坊'), ('莱芜', '青岛'), ('莱芜', '烟台'), ('济宁', '济南'), ('济宁', '青岛'), ('淄博', '济南'), ('淄博', '青岛'), ('淄博', '潍坊'), ('青岛', '济南'), ('青岛', '潍坊'), ('青岛', '烟台'), ('济南', '潍坊'), ('济南', '烟台'), ('烟台', '潍坊')]"
郑州,19,42,"[('信阳', '郑州'), ('信阳', '驻马店'), ('信阳', '武汉'), ('商丘', '郑州'), ('商丘', '开封'), ('商丘', '周口'), ('周口', '郑州'), ('周口', '开封'), ('周口', '许昌'), ('周口', '漯河'), ('周口', '驻马店'), ('新乡', '郑州'), ('新乡', '开封'), ('新乡', '安阳'), ('新乡', '鹤壁'), ('新乡', '焦作'), ('三门峡', '郑州'), ('三门峡', '洛阳'), ('鹤壁', '郑州'), ('鹤壁', '安阳'), ('武汉', '北京'), ('武汉', '郑州'), ('漯河', '郑州'), ('漯河', '平顶山'), ('漯河', '许昌'), ('漯河', '驻马店'), ('驻马店', '郑州'), ('郑州', '北京'), ('郑州', '开封'), ('郑州', '洛阳'), ('郑州', '许昌'), ('郑州', '焦作'), ('郑州', '南阳'), ('郑州', '平顶山'), ('郑州', '安阳'), ('郑州', '濮阳'), ('开封', '许昌'), ('濮阳', '安阳'), ('南阳', '平顶山'), ('洛阳', '平顶山'), ('洛阳', '焦作'), ('平顶山', '许昌')]"
武汉,25,57,"[('信阳', '郑州'), ('信阳', '武汉'), ('孝感', '武汉'), ('孝感', '随州'), ('仙桃', '武汉'), ('仙桃', '荆州'), ('仙桃', '天门'), ('广州', '北京'), ('广州', '武汉'), ('广州', '长沙'), ('广州', '深圳'), ('广州', '重庆'), ('广州', '成都'), ('黄石', '武汉'), ('黄石', '鄂州'), ('黄石', '黄冈'), ('荆门', '武汉'), ('荆门', '宜昌'), ('荆门', '襄阳'), ('荆门', '荆州'), ('荆门', '天门'), ('天门', '武汉'), ('武汉', '北京'), ('武汉', '郑州'), ('武汉', '黄冈'), ('武汉', '鄂州'), ('武汉', '荆州'), ('武汉', '咸宁'), ('武汉', '襄阳'), ('武汉', '随州'), ('武汉', '宜昌'), ('武汉', '恩施土家族苗族自治州'), ('武汉', '长沙'), ('武汉', '十堰'), ('武汉', '深圳'), ('武汉', '重庆'), ('武汉', '潜江'), ('武汉', '成都'), ('武汉', '神农架林区'), ('恩施土家族苗族自治州', '宜昌'), ('恩施土家族苗族自治州', '重庆'), ('鄂州', '黄冈'), ('郑州', '北京'), ('长沙', '北京'), ('长沙', '深圳'), ('长沙', '重庆'), ('随州', '襄阳'), ('十堰', '襄阳'), ('成都', '北京'), ('成都', '深圳'), ('成都', '重庆'), ('潜江', '荆州'), ('荆州', '宜昌'), ('重庆', '北京'), ('重庆', '宜昌'), ('重庆', '深圳'), ('宜昌', '襄阳')]"
长沙,22,63,"[('湘西土家族苗族自治州', '长沙'), ('湘西土家族苗族自治州', '张家界'), ('湘西土家族苗族自治州', '怀化'), ('广州', '北京'), ('广州', '武汉'), ('广州', '长沙'), ('广州', '衡阳'), ('广州', '邵阳'), ('广州', '郴州'), ('广州', '永州'), ('广州', '东莞'), ('广州', '深圳'), ('广州', '重庆'), ('衡阳', '长沙'), ('衡阳', '株洲'), ('衡阳', '郴州'), ('衡阳', '永州'), ('衡阳', '邵阳'), ('衡阳', '深圳'), ('衡阳', '东莞'), ('衡阳', '娄底'), ('邵阳', '长沙'), ('邵阳', '娄底'), ('邵阳', '怀化'), ('邵阳', '东莞'), ('邵阳', '深圳'), ('邵阳', '永州'), ('常德', '长沙'), ('常德', '益阳'), ('常德', '张家界'), ('益阳', '长沙'), ('益阳', '岳阳'), ('益阳', '娄底'), ('武汉', '北京'), ('武汉', '长沙'), ('武汉', '深圳'), ('武汉', '重庆'), ('长沙', '北京'), ('长沙', '萍乡'), ('长沙', '宜春'), ('长沙', '岳阳'), ('长沙', '株洲'), ('长沙', '湘潭'), ('长沙', '娄底'), ('长沙', '永州'), ('长沙', '郴州'), ('长沙', '怀化'), ('长沙', '张家界'), ('长沙', '深圳'), ('长沙', '东莞'), ('长沙', '重庆'), ('永州', '郴州'), ('永州', '东莞'), ('株洲', '萍乡'), ('株洲', '湘潭'), ('东莞', '郴州'), ('东莞', '深圳'), ('东莞', '重庆'), ('郴州', '深圳'), ('重庆', '北京'), ('重庆', '深圳'), ('萍乡', '宜春'), ('湘潭', '娄底')]"
南宁,18,51,"[('南宁', '广州'), ('南宁', '深圳'), ('南宁', '佛山'), ('南宁', '东莞'), ('南宁', '崇左'), ('南宁', '百色'), ('南宁', '河池'), ('南宁', '玉林'), ('南宁', '钦州'), ('南宁', '贵港'), ('南宁', '北海'), ('南宁', '柳州'), ('南宁', '桂林'), ('南宁', '来宾'), ('南宁', '防城港'), ('南宁', '梧州'), ('南宁', '贺州'), ('广州', '佛山'), ('广州', '东莞'), ('广州', '深圳'), ('广州', '玉林'), ('广州', '贵港'), ('广州', '桂林'), ('广州', '梧州'), ('东莞', '深圳'), ('东莞', '佛山'), ('东莞', '玉林'), ('东莞', '贵港'), ('防城港', '钦州'), ('佛山', '深圳'), ('佛山', '贵港'), ('佛山', '梧州'), ('佛山', '玉林'), ('玉林', '深圳'), ('玉林', '梧州'), ('玉林', '北海'), ('玉林', '钦州'), ('玉林', '贵港'), ('来宾', '柳州'), ('来宾', '贵港'), ('崇左', '百色'), ('贵港', '柳州'), ('贵港', '梧州'), ('贺州', '桂林'), ('贺州', '梧州'), ('河池', '柳州'), ('河池', '百色'), ('桂林', '深圳'), ('桂林', '柳州'), ('桂林', '北海'), ('钦州', '北海')]"
海口,14,14,"[('澄迈', '海口'), ('儋州', '海口'), ('屯昌县', '海口'), ('临高县', '海口'), ('定安县', '海口'), ('海口', '定安'), ('海口', '屯昌'), ('海口', '临高'), ('海口', '澄迈县'), ('海口', '文昌'), ('海口', '三亚'), ('海口', '万宁'), ('海口', '琼海'), ('三亚', '万宁')]"
贵阳,14,38,"[('黔东南苗族侗族自治州', '铜仁地区'), ('黔东南苗族侗族自治州', '贵阳'), ('黔东南苗族侗族自治州', '遵义'), ('黔东南苗族侗族自治州', '黔南布依族苗族自治州'), ('黔东南苗族侗族自治州', '铜仁'), ('重庆', '铜仁地区'), ('重庆', '成都'), ('重庆', '遵义'), ('重庆', '贵阳'), ('重庆', '铜仁'), ('重庆', '昆明'), ('贵阳', '铜仁地区'), ('贵阳', '毕节地区'), ('贵阳', '成都'), ('贵阳', '黔南布依族苗族自治州'), ('贵阳', '毕节'), ('贵阳', '遵义'), ('贵阳', '安顺'), ('贵阳', '铜仁'), ('贵阳', '六盘水'), ('贵阳', '黔西南布依族苗族自治州'), ('贵阳', '昆明'), ('黔西南布依族苗族自治州', '六盘水'), ('黔西南布依族苗族自治州', '安顺'), ('昆明', '成都'), ('昆明', '六盘水'), ('毕节', '六盘水'), ('毕节', '遵义'), ('毕节', '安顺'), ('成都', '遵义'), ('安顺', '毕节地区'), ('安顺', '六盘水'), ('安顺', '黔南布依族苗族自治州'), ('遵义', '铜仁地区'), ('遵义', '毕节地区'), ('遵义', '铜仁'), ('遵义', '黔南布依族苗族自治州'), ('毕节地区', '六盘水')]"
昆明,18,34,"[('重庆', '成都'), ('重庆', '贵阳'), ('重庆', '昆明'), ('玉溪', '昆明'), ('玉溪', '红河哈尼族彝族自治州'), ('贵阳', '成都'), ('贵阳', '六盘水'), ('贵阳', '昆明'), ('昆明', '成都'), ('昆明', '六盘水'), ('昆明', '曲靖'), ('昆明', '红河哈尼族彝族自治州'), ('昆明', '楚雄彝族自治州'), ('昆明', '大理白族自治州'), ('昆明', '昭通'), ('昆明', '文山壮族苗族自治州'), ('昆明', '西双版纳傣族自治州'), ('昆明', '丽江'), ('昆明', '普洱'), ('昆明', '保山'), ('昆明', '临沧'), ('昆明', '凉山彝族自治州'), ('楚雄彝族自治州', '大理白族自治州'), ('普洱', '西双版纳傣族自治州'), ('大理白族自治州', '保山'), ('大理白族自治州', '丽江'), ('成都', '凉山彝族自治州'), ('凉山彝族自治州', '昭通'), ('凉山彝族自治州', '丽江'), ('临沧', '保山'), ('曲靖', '六盘水'), ('曲靖', '昭通'), ('曲靖', '红河哈尼族彝族自治州'), ('红河哈尼族彝族自治州', '文山壮族苗族自治州')]"
拉萨,9,8,"[('日喀则地区', '拉萨'), ('林芝地区', '拉萨'), ('那曲', '拉萨'), ('拉萨', '山南地区'), ('拉萨', '那曲地区'), ('拉萨', '林芝'), ('拉萨', '山南'), ('拉萨', '日喀则')]"
西安,12,16,"[('渭南', '西安'), ('渭南', '铜川'), ('渭南', '咸阳'), ('渭南', '延安'), ('榆林', '西安'), ('榆林', '延安'), ('延安', '西安'), ('成都', '西安'), ('商洛', '西安'), ('宝鸡', '西安'), ('宝鸡', '咸阳'), ('铜川', '西安'), ('安康', '西安'), ('西安', '咸阳'), ('西安', '汉中'), ('西安', '庆阳')]"
兰州,6,7,"[('白银', '兰州'), ('兰州', '临夏回族自治州'), ('兰州', '定西'), ('兰州', '武威'), ('兰州', '天水'), ('临夏回族自治州', '定西'), ('定西', '天水')]"
西宁,6,5,"[('海南藏族自治州', '西宁'), ('海东地区', '西宁'), ('西宁', '海东'), ('西宁', '海北藏族自治州'), ('西宁', '海西蒙古族藏族自治州')]"
银川,8,12,"[('吴忠', '榆林'), ('吴忠', '银川'), ('吴忠', '中卫'), ('吴忠', '固原'), ('银川', '鄂尔多斯'), ('银川', '榆林'), ('银川', '中卫'), ('银川', '石嘴山'), ('银川', '固原'), ('银川', '阿拉善盟'), ('榆林', '鄂尔多斯'), ('中卫', '固原')]"
乌鲁木齐,16,37,"[('哈密', '乌鲁木齐'), ('哈密', '昌吉回族自治州'), ('伊犁哈萨克自治州', '乌鲁木齐'), ('伊犁哈萨克自治州', '克拉玛依'), ('伊犁哈萨克自治州', '昌吉回族自治州'), ('伊犁哈萨克自治州', '博尔塔拉蒙古自治州'), ('伊犁哈萨克自治州', '巴音郭楞蒙古自治州'), ('伊犁哈萨克自治州', '阿克苏地区'), ('伊犁哈萨克自治州', '塔城地区'), ('昌吉回族自治州', '吐鲁番地区'), ('昌吉回族自治州', '乌鲁木齐'), ('昌吉回族自治州', '石河子'), ('昌吉回族自治州', '五家渠'), ('昌吉回族自治州', '阿勒泰地区'), ('昌吉回族自治州', '塔城地区'), ('昌吉回族自治州', '吐鲁番'), ('昌吉回族自治州', '哈密地区'), ('阿勒泰地区', '乌鲁木齐'), ('阿勒泰地区', '克拉玛依'), ('阿勒泰地区', '塔城地区'), ('阿克苏地区', '乌鲁木齐'), ('阿克苏地区', '巴音郭楞蒙古自治州'), ('阿克苏地区', '喀什地区'), ('博尔塔拉蒙古自治州', '乌鲁木齐'), ('塔城地区', '乌鲁木齐'), ('塔城地区', '克拉玛依'), ('塔城地区', '石河子'), ('克拉玛依', '乌鲁木齐'), ('喀什地区', '乌鲁木齐'), ('石河子', '乌鲁木齐'), ('哈密地区', '乌鲁木齐'), ('吐鲁番', '乌鲁木齐'), ('吐鲁番', '巴音郭楞蒙古自治州'), ('巴音郭楞蒙古自治州', '吐鲁番地区'), ('巴音郭楞蒙古自治州', '乌鲁木齐'), ('吐鲁番地区', '乌鲁木齐'), ('乌鲁木齐', '五家渠')]"
北京,16,35,"[('张家口', '北京'), ('张家口', '保定'), ('邢台', '北京'), ('邢台', '石家庄'), ('邢台', '邯郸'), ('邢台', '衡水'), ('天津', '北京'), ('天津', '廊坊'), ('天津', '唐山'), ('天津', '沧州'), ('天津', '邯郸'), ('天津', '保定'), ('唐山', '北京'), ('唐山', '秦皇岛'), ('唐山', '承德'), ('北京', '廊坊'), ('北京', '保定'), ('北京', '承德'), ('北京', '邯郸'), ('北京', '石家庄'), ('北京', '沧州'), ('北京', '秦皇岛'), ('北京', '衡水'), ('北京', '成都'), ('北京', '济南'), ('北京', '莱芜'), ('沧州', '石家庄'), ('沧州', '保定'), ('沧州', '衡水'), ('沧州', '廊坊'), ('衡水', '石家庄'), ('衡水', '保定'), ('邯郸', '石家庄'), ('保定', '石家庄'), ('保定', '廊坊')]"
上海,7,15,"[('宁波', '上海'), ('宁波', '苏州'), ('宁波', '杭州'), ('宁波', '嘉兴'), ('杭州', '上海'), ('杭州', '苏州'), ('杭州', '嘉兴'), ('上海', '苏州'), ('上海', '嘉兴'), ('上海', '南通'), ('上海', '盐城'), ('苏州', '南通'), ('苏州', '嘉兴'), ('苏州', '盐城'), ('南通', '盐城')]"
南京,13,24,"[('滁州', '南京'), ('滁州', '合肥'), ('马鞍山', '南京'), ('马鞍山', '合肥'), ('常州', '南京'), ('常州', '镇江'), ('常州', '苏州'), ('合肥', '南京'), ('盐城', '南京'), ('盐城', '苏州'), ('盐城', '南通'), ('盐城', '泰州'), ('泰州', '南京'), ('泰州', '苏州'), ('泰州', '南通'), ('泰州', '扬州'), ('扬州', '南京'), ('淮安', '南京'), ('淮安', '宿迁'), ('镇江', '南京'), ('宿迁', '南京'), ('苏州', '南京'), ('苏州', '南通'), ('南通', '南京')]"
广州,23,56,"[('衡阳', '长沙'), ('衡阳', '广州'), ('广州', '赣州'), ('广州', '长沙'), ('广州', '佛山'), ('广州', '东莞'), ('广州', '深圳'), ('广州', '惠州'), ('广州', '清远'), ('广州', '中山'), ('广州', '肇庆'), ('广州', '江门'), ('广州', '湛江'), ('广州', '茂名'), ('广州', '珠海'), ('广州', '韶关'), ('广州', '阳江'), ('广州', '梅州'), ('广州', '揭阳'), ('广州', '云浮'), ('广州', '汕头'), ('广州', '河源'), ('广州', '汕尾'), ('茂名', '深圳'), ('茂名', '湛江'), ('茂名', '东莞'), ('肇庆', '佛山'), ('肇庆', '云浮'), ('汕头', '深圳'), ('汕头', '揭阳'), ('云浮', '佛山'), ('江门', '珠海'), ('江门', '佛山'), ('江门', '中山'), ('长沙', '深圳'), ('珠海', '深圳'), ('珠海', '中山'), ('阳江', '佛山'), ('梅州', '深圳'), ('梅州', '惠州'), ('中山', '深圳'), ('中山', '佛山'), ('中山', '东莞'), ('东莞', '深圳'), ('东莞', '佛山'), ('东莞', '惠州'), ('东莞', '河源'), ('佛山', '深圳'), ('佛山', '清远'), ('佛山', '惠州'), ('汕尾', '深圳'), ('汕尾', '惠州'), ('揭阳', '深圳'), ('惠州', '深圳'), ('惠州', '河源'), ('河源', '深圳')]"
