时间,连通分量,城市
20200411,1,"['包头', '呼和浩特']"
20200411,2,['乌海']
20200411,3,"['厦门', '龙岩', '泉州', '三明', '漳州', '莆田', '南平']"
20200411,4,"['西宁', '海北藏族自治州', '天水', '临夏回族自治州', '白银', '海南藏族自治州', '兰州']"
20200412,0,"['廊坊', '北京', '保定', '天津', '张家口', '承德', '邯郸', '唐山', '石家庄', '沧州', '德州', '邢台', '衡水', '秦皇岛', '葫芦岛', '安阳', '聊城', '濮阳', '大同', '赤峰', '滨州', '晋中', '太原', '忻州', '临汾', '长治', '阳泉', '运城', '朔州', '晋城', '焦作', '三门峡', '渭南', '榆林', '朝阳', '通辽', '锡林郭勒盟', '兴安盟', '白城', '铁岭', '沈阳', '抚顺', '辽阳', '鞍山', '锦州', '本溪', '营口', '阜新', '大连', '丹东', '盘锦', '长春', '四平', '吉林', '松原', '哈尔滨', '通化', '延边朝鲜族自治州', '辽源', '绥化', '大庆', '齐齐哈尔', '佳木斯', '牡丹江', '双鸭山', '鹤岗', '苏州', '上海', '嘉兴', '南通', '杭州', '无锡', '宁波', '盐城', '湖州', '南京', '常州', '泰州', '合肥', '绍兴', '温州', '扬州', '阜阳', '舟山', '台州', '金华', '镇江', '滁州', '马鞍山', '宿迁', '徐州', '芜湖', '宣城', '连云港', '宿州', '临沂', '枣庄', '济宁', '日照', '淮安', '衢州', '上饶', '丽水', '宁德', '六安', '淮南', '安庆', '亳州', '蚌埠', '铜陵', '淮北', '池州', '周口', '驻马店', '商丘', '信阳', '福州', '莆田', '泉州', '南平', '三明', '厦门', '漳州', '龙岩', '宜春', '南昌', '九江', '抚州', '吉安', '赣州', '景德镇', '长沙', '萍乡', '黄冈', '新余', '鹰潭', '广州', '济南', '泰安', '淄博', '菏泽', '潍坊', '青岛', '烟台', '东营', '威海', '开封', '郑州', '新乡', '许昌', '洛阳', '平顶山', '南阳', '漯河', '鹤壁', '济源', '孝感', '武汉', '荆州', '鄂州', '咸宁', '黄石', '随州', '仙桃', '荆门', '天门', '宜昌', '恩施土家族苗族自治州', '十堰', '襄樊', '潜江', '岳阳', '重庆', '湘西土家族苗族自治州', '益阳', '湘潭', '株洲', '娄底', '常德', '邵阳', '衡阳', '永州', '怀化', '郴州', '张家界', '东莞', '佛山', '深圳', '清远', '中山', '惠州', '肇庆', '湛江', '江门', '茂名', '韶关', '珠海', '云浮', '梅州', '揭阳', '河源', '阳江', '汕头', '汕尾', '潮州', '贵港', '梧州', '玉林', '钦州', '南宁', '柳州', '防城港', '桂林', '北海', '成都', '广安', '遵义', '达州', '泸州', '南充', '内江', '遂宁', '资阳', '贵阳', '宜宾', '德阳', '眉山', '绵阳', '乐山', '雅安', '阿坝藏族羌族自治州', '凉山彝族自治州', '自贡', '巴中', '广元', '甘孜藏族自治州', '攀枝花', '安顺', '六盘水', '曲靖', '黔西南布依族苗族自治州', '黔东南苗族侗族自治州', '黔南布依族苗族自治州', '昆明', '玉溪', '楚雄彝族自治州', '红河哈尼族彝族自治州', '大理白族自治州', '文山壮族苗族自治州', '咸阳', '西安', '宝鸡', '延安', '安康', '铜川', '汉中']"
20200412,1,"['包头', '呼和浩特']"
20200412,2,['乌海']
20200412,3,"['白银', '临夏回族自治州', '兰州', '天水']"
20200412,4,"['海北藏族自治州', '海南藏族自治州', '海西蒙古族藏族自治州', '西宁']"
20200413,0,"['廊坊', '北京', '保定', '天津', '张家口', '承德', '邯郸', '唐山', '沧州', '石家庄', '德州', '邢台', '衡水', '秦皇岛', '葫芦岛', '安阳', '聊城', '濮阳', '大同', '锡林郭勒盟', '赤峰', '滨州', '晋中', '太原', '忻州', '临汾', '长治', '阳泉', '运城', '朔州', '晋城', '焦作', '三门峡', '渭南', '榆林', '朝阳', '通辽', '沈阳', '白城', '兴安盟', '铁岭', '抚顺', '辽阳', '鞍山', '锦州', '本溪', '营口', '大连', '阜新', '丹东', '盘锦', '长春', '四平', '吉林', '松原', '哈尔滨', '通化', '延边朝鲜族自治州', '辽源', '白山', '绥化', '大庆', '齐齐哈尔', '佳木斯', '牡丹江', '黑河', '鹤岗', '双鸭山', '苏州', '上海', '南通', '嘉兴', '杭州', '无锡', '宁波', '盐城', '南京', '常州', '泰州', '湖州', '绍兴', '合肥', '扬州', '温州', '金华', '台州', '阜阳', '宣城', '镇江', '舟山', '芜湖', '徐州', '上饶', '滁州', '马鞍山', '宿迁', '连云港', '宿州', '枣庄', '临沂', '济宁', '淮北', '日照', '淮安', '衢州', '丽水', '宁德', '六安', '淮南', '安庆', '亳州', '蚌埠', '铜陵', '池州', '周口', '驻马店', '商丘', '信阳', '福州', '泉州', '莆田', '南平', '三明', '厦门', '漳州', '龙岩', '宜春', '南昌', '九江', '抚州', '吉安', '赣州', '景德镇', '新余', '鹰潭', '长沙', '萍乡', '黄冈', '广州', '济南', '泰安', '淄博', '菏泽', '潍坊', '青岛', '东营', '烟台', '威海', '开封', '郑州', '新乡', '许昌', '洛阳', '平顶山', '南阳', '漯河', '鹤壁', '济源', '孝感', '武汉', '荆州', '鄂州', '咸宁', '黄石', '仙桃', '随州', '荆门', '天门', '宜昌', '恩施土家族苗族自治州', '十堰', '襄樊', '潜江', '岳阳', '重庆', '湘西土家族苗族自治州', '益阳', '湘潭', '株洲', '娄底', '常德', '邵阳', '衡阳', '永州', '怀化', '郴州', '张家界', '桂林', '佛山', '东莞', '深圳', '清远', '中山', '惠州', '肇庆', '江门', '湛江', '茂名', '韶关', '云浮', '珠海', '梅州', '揭阳', '阳江', '河源', '汕头', '汕尾', '南宁', '梧州', '玉林', '潮州', '贵港', '钦州', '柳州', '防城港', '北海', '成都', '广安', '遵义', '达州', '泸州', '南充', '内江', '遂宁', '资阳', '贵阳', '宜宾', '德阳', '眉山', '绵阳', '乐山', '雅安', '阿坝藏族羌族自治州', '自贡', '凉山彝族自治州', '广元', '巴中', '甘孜藏族自治州', '攀枝花', '安顺', '六盘水', '曲靖', '黔西南布依族苗族自治州', '黔东南苗族侗族自治州', '黔南布依族苗族自治州', '昆明', '玉溪', '楚雄彝族自治州', '红河哈尼族彝族自治州', '大理白族自治州', '文山壮族苗族自治州', '西双版纳傣族自治州', '咸阳', '西安', '宝鸡', '延安', '安康', '汉中', '铜川']"
20200413,1,"['包头', '呼和浩特']"
20200413,2,['乌海']
20200413,3,"['西宁', '海北藏族自治州', '天水', '兰州', '临夏回族自治州', '海西蒙古族藏族自治州', '海南藏族自治州', '白银']"
20200414,0,"['廊坊', '北京', '保定', '天津', '张家口', '承德', '邯郸', '唐山', '沧州', '石家庄', '德州', '邢台', '衡水', '秦皇岛', '葫芦岛', '安阳', '聊城', '濮阳', '大同', '锡林郭勒盟', '赤峰', '滨州', '晋中', '太原', '忻州', '临汾', '长治', '运城', '朔州', '阳泉', '晋城', '焦作', '三门峡', '渭南', '榆林', '朝阳', '通辽', '沈阳', '白城', '兴安盟', '铁岭', '抚顺', '辽阳', '鞍山', '锦州', '本溪', '营口', '大连', '阜新', '丹东', '盘锦', '长春', '四平', '吉林', '松原', '哈尔滨', '通化', '延边朝鲜族自治州', '绥化', '大庆', '佳木斯', '齐齐哈尔', '牡丹江', '双鸭山', '鹤岗', '苏州', '上海', '嘉兴', '南通', '杭州', '无锡', '宁波', '盐城', '南京', '常州', '泰州', '合肥', '绍兴', '湖州', '舟山', '温州', '台州', '扬州', '阜阳', '金华', '徐州', '镇江', '滁州', '马鞍山', '宿迁', '芜湖', '宣城', '连云港', '宿州', '临沂', '枣庄', '济宁', '淮北', '日照', '淮安', '衢州', '上饶', '丽水', '宁德', '六安', '淮南', '安庆', '亳州', '蚌埠', '铜陵', '池州', '周口', '驻马店', '商丘', '信阳', '福州', '泉州', '莆田', '南平', '厦门', '三明', '漳州', '龙岩', '宜春', '南昌', '九江', '抚州', '吉安', '赣州', '景德镇', '长沙', '萍乡', '黄冈', '新余', '鹰潭', '广州', '济南', '泰安', '淄博', '菏泽', '潍坊', '青岛', '烟台', '东营', '威海', '开封', '郑州', '新乡', '许昌', '洛阳', '平顶山', '南阳', '漯河', '鹤壁', '济源', '孝感', '武汉', '鄂州', '荆州', '咸宁', '黄石', '随州', '仙桃', '荆门', '宜昌', '天门', '恩施土家族苗族自治州', '十堰', '襄樊', '岳阳', '潜江', '重庆', '湘西土家族苗族自治州', '益阳', '湘潭', '株洲', '娄底', '常德', '邵阳', '衡阳', '永州', '怀化', '郴州', '张家界', '佛山', '东莞', '深圳', '清远', '中山', '惠州', '肇庆', '湛江', '江门', '茂名', '韶关', '珠海', '揭阳', '云浮', '梅州', '汕头', '阳江', '河源', '汕尾', '潮州', '贵港', '梧州', '玉林', '钦州', '南宁', '柳州', '防城港', '桂林', '北海', '成都', '广安', '遵义', '达州', '泸州', '南充', '内江', '遂宁', '贵阳', '资阳', '宜宾', '德阳', '眉山', '绵阳', '乐山', '雅安', '阿坝藏族羌族自治州', '凉山彝族自治州', '自贡', '巴中', '广元', '甘孜藏族自治州', '攀枝花', '安顺', '六盘水', '曲靖', '黔西南布依族苗族自治州', '黔东南苗族侗族自治州', '黔南布依族苗族自治州', '昆明', '玉溪', '楚雄彝族自治州', '红河哈尼族彝族自治州', '大理白族自治州', '文山壮族苗族自治州', '西双版纳傣族自治州', '咸阳', '西安', '宝鸡', '延安', '安康', '汉中', '铜川']"
20200414,1,"['包头', '呼和浩特']"
20200414,2,['乌海']
20200414,3,"['西宁', '海北藏族自治州', '天水', '临夏回族自治州', '白银', '海西蒙古族藏族自治州', '海南藏族自治州', '兰州']"
20200415,0,"['廊坊', '北京', '保定', '天津', '张家口', '承德', '邯郸', '唐山', '沧州', '石家庄', '德州', '邢台', '衡水', '秦皇岛', '葫芦岛', '安阳', '聊城', '濮阳', '大同', '锡林郭勒盟', '赤峰', '滨州', '晋中', '太原', '忻州', '临汾', '长治', '运城', '朔州', '阳泉', '晋城', '焦作', '三门峡', '渭南', '榆林', '朝阳', '通辽', '沈阳', '兴安盟', '白城', '铁岭', '抚顺', '辽阳', '鞍山', '锦州', '本溪', '大连', '营口', '阜新', '丹东', '盘锦', '长春', '四平', '吉林', '松原', '哈尔滨', '通化', '延边朝鲜族自治州', '绥化', '大庆', '佳木斯', '齐齐哈尔', '牡丹江', '双鸭山', '鹤岗', '苏州', '上海', '嘉兴', '南通', '杭州', '无锡', '宁波', '盐城', '南京', '常州', '合肥', '泰州', '湖州', '绍兴', '舟山', '温州', '阜阳', '扬州', '金华', '台州', '镇江', '滁州', '马鞍山', '宿迁', '徐州', '芜湖', '连云港', '宣城', '宿州', '枣庄', '临沂', '济宁', '日照', '淮安', '衢州', '上饶', '丽水', '宁德', '六安', '淮南', '安庆', '亳州', '蚌埠', '淮北', '铜陵', '池州', '周口', '驻马店', '商丘', '信阳', '福州', '泉州', '莆田', '南平', '厦门', '三明', '漳州', '龙岩', '宜春', '南昌', '九江', '抚州', '吉安', '赣州', '景德镇', '长沙', '萍乡', '黄冈', '新余', '鹰潭', '广州', '济南', '泰安', '淄博', '菏泽', '潍坊', '青岛', '烟台', '东营', '威海', '开封', '郑州', '新乡', '许昌', '洛阳', '南阳', '平顶山', '漯河', '鹤壁', '济源', '孝感', '武汉', '荆州', '鄂州', '咸宁', '黄石', '随州', '仙桃', '荆门', '宜昌', '天门', '恩施土家族苗族自治州', '十堰', '襄樊', '潜江', '岳阳', '重庆', '湘西土家族苗族自治州', '益阳', '湘潭', '株洲', '常德', '娄底', '邵阳', '衡阳', '怀化', '永州', '郴州', '张家界', '佛山', '东莞', '深圳', '清远', '中山', '惠州', '肇庆', '湛江', '江门', '茂名', '韶关', '珠海', '云浮', '揭阳', '梅州', '河源', '汕头', '阳江', '汕尾', '潮州', '贵港', '梧州', '玉林', '钦州', '南宁', '柳州', '防城港', '桂林', '北海', '成都', '广安', '遵义', '达州', '泸州', '南充', '内江', '贵阳', '遂宁', '资阳', '宜宾', '德阳', '眉山', '绵阳', '乐山', '雅安', '阿坝藏族羌族自治州', '凉山彝族自治州', '自贡', '巴中', '广元', '甘孜藏族自治州', '攀枝花', '安顺', '六盘水', '曲靖', '黔西南布依族苗族自治州', '黔东南苗族侗族自治州', '黔南布依族苗族自治州', '昆明', '玉溪', '楚雄彝族自治州', '红河哈尼族彝族自治州', '大理白族自治州', '文山壮族苗族自治州', '西双版纳傣族自治州', '咸阳', '西安', '宝鸡', '延安', '安康', '汉中', '铜川']"
20200415,1,"['包头', '呼和浩特']"
20200415,2,['乌海']
20200415,3,"['西宁', '海北藏族自治州', '天水', '临夏回族自治州', '白银', '海西蒙古族藏族自治州', '海南藏族自治州', '兰州']"
20200416,0,"['廊坊', '北京', '保定', '天津', '张家口', '承德', '邯郸', '唐山', '沧州', '石家庄', '德州', '邢台', '衡水', '秦皇岛', '葫芦岛', '安阳', '聊城', '濮阳', '大同', '锡林郭勒盟', '滨州', '晋中', '太原', '忻州', '临汾', '长治', '运城', '朔州', '阳泉', '晋城', '焦作', '渭南', '三门峡', '榆林', '朝阳', '赤峰', '通辽', '沈阳', '白城', '兴安盟', '铁岭', '抚顺', '辽阳', '鞍山', '锦州', '本溪', '营口', '大连', '阜新', '丹东', '盘锦', '长春', '四平', '松原', '吉林', '哈尔滨', '通化', '延边朝鲜族自治州', '绥化', '佳木斯', '大庆', '齐齐哈尔', '牡丹江', '双鸭山', '苏州', '上海', '嘉兴', '南通', '杭州', '无锡', '宁波', '盐城', '南京', '常州', '合肥', '泰州', '湖州', '绍兴', '阜阳', '舟山', '金华', '温州', '扬州', '台州', '镇江', '滁州', '马鞍山', '宿迁', '徐州', '宣城', '芜湖', '连云港', '宿州', '临沂', '枣庄', '济宁', '日照', '淮安', '衢州', '上饶', '丽水', '宁德', '六安', '淮南', '安庆', '亳州', '蚌埠', '铜陵', '淮北', '池州', '周口', '驻马店', '商丘', '信阳', '福州', '泉州', '莆田', '南平', '厦门', '三明', '漳州', '龙岩', '宜春', '南昌', '九江', '抚州', '吉安', '赣州', '景德镇', '长沙', '萍乡', '黄冈', '新余', '鹰潭', '广州', '济南', '泰安', '菏泽', '淄博', '潍坊', '青岛', '烟台', '东营', '威海', '开封', '郑州', '新乡', '许昌', '洛阳', '平顶山', '南阳', '漯河', '鹤壁', '济源', '孝感', '武汉', '鄂州', '荆州', '咸宁', '黄石', '随州', '仙桃', '荆门', '宜昌', '恩施土家族苗族自治州', '十堰', '襄樊', '潜江', '岳阳', '重庆', '湘西土家族苗族自治州', '益阳', '湘潭', '株洲', '娄底', '常德', '邵阳', '衡阳', '永州', '怀化', '郴州', '张家界', '佛山', '东莞', '深圳', '清远', '中山', '惠州', '江门', '肇庆', '湛江', '茂名', '韶关', '珠海', '揭阳', '云浮', '梅州', '汕头', '河源', '阳江', '汕尾', '南宁', '潮州', '贵港', '梧州', '玉林', '钦州', '柳州', '防城港', '桂林', '北海', '成都', '广安', '遵义', '达州', '泸州', '南充', '贵阳', '内江', '遂宁', '资阳', '宜宾', '德阳', '眉山', '绵阳', '乐山', '雅安', '阿坝藏族羌族自治州', '凉山彝族自治州', '自贡', '巴中', '广元', '甘孜藏族自治州', '攀枝花', '安顺', '六盘水', '曲靖', '黔西南布依族苗族自治州', '黔东南苗族侗族自治州', '黔南布依族苗族自治州', '昆明', '玉溪', '楚雄彝族自治州', '红河哈尼族彝族自治州', '大理白族自治州', '文山壮族苗族自治州', '西双版纳傣族自治州', '咸阳', '西安', '宝鸡', '延安', '安康', '汉中', '铜川']"
20200416,1,"['包头', '呼和浩特']"
20200416,2,['乌海']
20200416,3,"['西宁', '海北藏族自治州', '天水', '临夏回族自治州', '白银', '海西蒙古族藏族自治州', '海南藏族自治州', '兰州']"
20200417,0,"['廊坊', '北京', '保定', '天津', '张家口', '承德', '唐山', '邯郸', '沧州', '石家庄', '德州', '邢台', '衡水', '秦皇岛', '葫芦岛', '安阳', '聊城', '濮阳', '大同', '滨州', '晋中', '太原', '忻州', '临汾', '长治', '运城', '阳泉', '朔州', '晋城', '焦作', '渭南', '三门峡', '榆林', '朝阳', '赤峰', '通辽', '锡林郭勒盟', '沈阳', '白城', '兴安盟', '铁岭', '抚顺', '辽阳', '鞍山', '锦州', '本溪', '营口', '大连', '阜新', '丹东', '长春', '盘锦', '四平', '松原', '吉林', '哈尔滨', '通化', '延边朝鲜族自治州', '辽源', '绥化', '佳木斯', '大庆', '齐齐哈尔', '双鸭山', '苏州', '上海', '嘉兴', '南通', '杭州', '无锡', '宁波', '南京', '盐城', '常州', '湖州', '合肥', '泰州', '绍兴', '舟山', '金华', '温州', '阜阳', '台州', '扬州', '镇江', '滁州', '马鞍山', '宿迁', '徐州', '连云港', '芜湖', '宣城', '宿州', '枣庄', '临沂', '济宁', '淮北', '日照', '淮安', '衢州', '丽水', '上饶', '宁德', '六安', '淮南', '安庆', '亳州', '蚌埠', '铜陵', '池州', '周口', '商丘', '信阳', '福州', '泉州', '莆田', '南平', '厦门', '三明', '漳州', '龙岩', '宜春', '南昌', '九江', '抚州', '吉安', '赣州', '景德镇', '长沙', '萍乡', '黄冈', '新余', '鹰潭', '广州', '济南', '泰安', '淄博', '菏泽', '潍坊', '青岛', '烟台', '东营', '威海', '开封', '郑州', '新乡', '许昌', '洛阳', '平顶山', '驻马店', '南阳', '漯河', '鹤壁', '济源', '孝感', '武汉', '鄂州', '荆州', '咸宁', '黄石', '随州', '仙桃', '荆门', '宜昌', '恩施土家族苗族自治州', '十堰', '襄樊', '岳阳', '潜江', '重庆', '湘西土家族苗族自治州', '益阳', '湘潭', '株洲', '娄底', '常德', '衡阳', '邵阳', '永州', '怀化', '郴州', '张家界', '佛山', '东莞', '深圳', '清远', '中山', '惠州', '江门', '肇庆', '湛江', '茂名', '韶关', '珠海', '揭阳', '云浮', '梅州', '汕头', '河源', '阳江', '汕尾', '潮州', '贵港', '玉林', '钦州', '南宁', '柳州', '防城港', '桂林', '北海', '梧州', '成都', '广安', '遵义', '达州', '泸州', '南充', '内江', '贵阳', '遂宁', '宜宾', '资阳', '德阳', '眉山', '绵阳', '乐山', '阿坝藏族羌族自治州', '雅安', '凉山彝族自治州', '自贡', '巴中', '广元', '甘孜藏族自治州', '攀枝花', '安顺', '六盘水', '曲靖', '黔西南布依族苗族自治州', '黔东南苗族侗族自治州', '黔南布依族苗族自治州', '昆明', '玉溪', '楚雄彝族自治州', '红河哈尼族彝族自治州', '大理白族自治州', '文山壮族苗族自治州', '咸阳', '西安', '宝鸡', '延安', '安康', '汉中', '铜川']"
20200417,1,"['包头', '呼和浩特']"
20200417,2,['乌海']
20200417,3,"['西宁', '海北藏族自治州', '天水', '临夏回族自治州', '白银', '海西蒙古族藏族自治州', '海南藏族自治州', '兰州']"
20200418,0,"['廊坊', '北京', '保定', '天津', '张家口', '承德', '唐山', '邯郸', '沧州', '德州', '石家庄', '邢台', '衡水', '秦皇岛', '葫芦岛', '安阳', '聊城', '晋中', '太原', '忻州', '临汾', '长治', '阳泉', '大同', '运城', '朔州', '晋城', '西安', '渭南', '三门峡', '榆林', '朝阳', '赤峰', '通辽', '锡林郭勒盟', '白城', '兴安盟', '铁岭', '沈阳', '抚顺', '辽阳', '鞍山', '本溪', '锦州', '大连', '营口', '阜新', '长春', '丹东', '盘锦', '四平', '吉林', '松原', '通化', '哈尔滨', '延边朝鲜族自治州', '辽源', '绥化', '齐齐哈尔', '大庆', '苏州', '上海', '杭州', '嘉兴', '南通', '无锡', '宁波', '南京', '常州', '盐城', '合肥', '湖州', '泰州', '绍兴', '舟山', '金华', '温州', '镇江', '滁州', '马鞍山', '扬州', '宿迁', '徐州', '宣城', '芜湖', '连云港', '宿州', '枣庄', '临沂', '济宁', '淮北', '淮安', '台州', '衢州', '丽水', '上饶', '宁德', '六安', '淮南', '阜阳', '安庆', '亳州', '蚌埠', '铜陵', '池州', '周口', '商丘', '信阳', '福州', '泉州', '莆田', '南平', '厦门', '三明', '漳州', '龙岩', '宜春', '南昌', '九江', '抚州', '吉安', '赣州', '景德镇', '长沙', '萍乡', '黄冈', '新余', '鹰潭', '广州', '济南', '泰安', '淄博', '滨州', '菏泽', '潍坊', '青岛', '烟台', '东营', '日照', '威海', '濮阳', '开封', '郑州', '新乡', '许昌', '洛阳', '焦作', '平顶山', '驻马店', '南阳', '漯河', '鹤壁', '济源', '孝感', '武汉', '鄂州', '荆州', '咸宁', '黄石', '仙桃', '随州', '荆门', '宜昌', '恩施土家族苗族自治州', '十堰', '襄樊', '潜江', '重庆', '湘西土家族苗族自治州', '岳阳', '株洲', '湘潭', '益阳', '常德', '衡阳', '娄底', '邵阳', '永州', '郴州', '怀化', '张家界', '深圳', '佛山', '东莞', '清远', '中山', '惠州', '江门', '肇庆', '湛江', '珠海', '韶关', '茂名', '梅州', '云浮', '揭阳', '汕头', '河源', '汕尾', '潮州', '贵港', '玉林', '阳江', '钦州', '南宁', '柳州', '防城港', '北海', '桂林', '梧州', '成都', '广安', '遵义', '达州', '泸州', '南充', '内江', '贵阳', '遂宁', '资阳', '宜宾', '德阳', '眉山', '绵阳', '乐山', '阿坝藏族羌族自治州', '雅安', '凉山彝族自治州', '自贡', '广元', '巴中', '甘孜藏族自治州', '攀枝花', '安顺', '六盘水', '曲靖', '黔西南布依族苗族自治州', '黔东南苗族侗族自治州', '黔南布依族苗族自治州', '昆明', '玉溪', '楚雄彝族自治州', '红河哈尼族彝族自治州', '大理白族自治州', '文山壮族苗族自治州', '咸阳', '延安', '宝鸡', '铜川', '安康', '汉中']"
20200418,1,"['包头', '呼和浩特']"
20200418,2,['乌海']
20200418,3,"['佳木斯', '双鸭山']"
20200418,4,"['西宁', '海北藏族自治州', '天水', '临夏回族自治州', '白银', '海西蒙古族藏族自治州', '海南藏族自治州', '兰州']"
20200419,0,"['廊坊', '北京', '保定', '天津', '张家口', '承德', '唐山', '邯郸', '沧州', '石家庄', '德州', '邢台', '衡水', '秦皇岛', '葫芦岛', '安阳', '聊城', '濮阳', '大同', '赤峰', '滨州', '晋中', '太原', '忻州', '临汾', '长治', '阳泉', '运城', '朔州', '晋城', '焦作', '三门峡', '渭南', '榆林', '朝阳', '通辽', '锡林郭勒盟', '沈阳', '白城', '兴安盟', '铁岭', '抚顺', '辽阳', '鞍山', '锦州', '本溪', '营口', '大连', '阜新', '丹东', '盘锦', '长春', '四平', '吉林', '松原', '通化', '辽源', '延边朝鲜族自治州', '哈尔滨', '绥化', '大庆', '苏州', '上海', '南通', '嘉兴', '杭州', '无锡', '宁波', '湖州', '盐城', '南京', '常州', '泰州', '绍兴', '合肥', '舟山', '金华', '扬州', '温州', '阜阳', '台州', '宣城', '芜湖', '镇江', '滁州', '马鞍山', '宿迁', '徐州', '连云港', '宿州', '枣庄', '临沂', '济宁', '淮北', '日照', '淮安', '衢州', '丽水', '上饶', '宁德', '六安', '淮南', '安庆', '亳州', '蚌埠', '铜陵', '池州', '周口', '驻马店', '商丘', '信阳', '福州', '莆田', '泉州', '南平', '三明', '厦门', '漳州', '龙岩', '汕头', '宜春', '南昌', '九江', '抚州', '吉安', '赣州', '景德镇', '长沙', '萍乡', '黄冈', '新余', '鹰潭', '广州', '东莞', '济南', '泰安', '淄博', '菏泽', '潍坊', '青岛', '烟台', '东营', '威海', '开封', '郑州', '新乡', '许昌', '洛阳', '平顶山', '南阳', '漯河', '鹤壁', '济源', '孝感', '武汉', '鄂州', '荆州', '咸宁', '黄石', '荆门', '仙桃', '随州', '宜昌', '天门', '恩施土家族苗族自治州', '十堰', '襄樊', '潜江', '岳阳', '重庆', '湘西土家族苗族自治州', '益阳', '湘潭', '株洲', '常德', '娄底', '衡阳', '邵阳', '永州', '郴州', '怀化', '张家界', '桂林', '佛山', '深圳', '清远', '中山', '惠州', '肇庆', '江门', '湛江', '韶关', '茂名', '珠海', '梅州', '云浮', '揭阳', '河源', '阳江', '汕尾', '潮州', '贵港', '玉林', '钦州', '南宁', '柳州', '防城港', '北海', '梧州', '成都', '广安', '遵义', '达州', '泸州', '南充', '内江', '遂宁', '贵阳', '资阳', '宜宾', '德阳', '眉山', '绵阳', '乐山', '雅安', '阿坝藏族羌族自治州', '凉山彝族自治州', '自贡', '巴中', '广元', '甘孜藏族自治州', '攀枝花', '安顺', '六盘水', '曲靖', '黔西南布依族苗族自治州', '黔东南苗族侗族自治州', '黔南布依族苗族自治州', '昆明', '玉溪', '楚雄彝族自治州', '红河哈尼族彝族自治州', '大理白族自治州', '文山壮族苗族自治州', '西双版纳傣族自治州', '咸阳', '西安', '宝鸡', '延安', '安康', '铜川', '汉中']"
20200419,1,"['包头', '呼和浩特']"
20200419,2,['乌海']
20200419,3,"['佳木斯', '双鸭山']"
20200419,4,"['西宁', '海北藏族自治州', '天水', '临夏回族自治州', '白银', '海西蒙古族藏族自治州', '海南藏族自治州', '兰州']"
20200420,0,"['廊坊', '北京', '保定', '天津', '张家口', '承德', '唐山', '石家庄', '沧州', '邯郸', '德州', '邢台', '衡水', '秦皇岛', '葫芦岛', '安阳', '聊城', '濮阳', '大同', '赤峰', '滨州', '晋中', '太原', '忻州', '临汾', '长治', '阳泉', '运城', '朔州', '晋城', '焦作', '三门峡', '渭南', '西安', '榆林', '朝阳', '通辽', '锡林郭勒盟', '铁岭', '沈阳', '抚顺', '鞍山', '辽阳', '锦州', '本溪', '营口', '大连', '阜新', '丹东', '盘锦', '长春', '四平', '吉林', '松原', '白城', '通化', '延边朝鲜族自治州', '辽源', '哈尔滨', '兴安盟', '绥化', '大庆', '苏州', '上海', '南通', '嘉兴', '杭州', '无锡', '宁波', '南京', '常州', '盐城', '泰州', '湖州', '绍兴', '合肥', '扬州', '温州', '金华', '台州', '镇江', '宣城', '舟山', '芜湖', '阜阳', '徐州', '滁州', '马鞍山', '宿迁', '连云港', '宿州', '枣庄', '济宁', '临沂', '淮北', '日照', '淮安', '衢州', '丽水', '上饶', '宁德', '六安', '淮南', '安庆', '亳州', '蚌埠', '铜陵', '池州', '周口', '驻马店', '商丘', '信阳', '福州', '莆田', '泉州', '南平', '三明', '厦门', '漳州', '龙岩', '宜春', '南昌', '九江', '抚州', '吉安', '赣州', '景德镇', '鹰潭', '新余', '长沙', '萍乡', '黄冈', '广州', '济南', '泰安', '淄博', '菏泽', '潍坊', '青岛', '烟台', '东营', '威海', '开封', '郑州', '新乡', '许昌', '洛阳', '平顶山', '南阳', '漯河', '鹤壁', '济源', '孝感', '武汉', '鄂州', '咸宁', '荆州', '黄石', '随州', '仙桃', '荆门', '宜昌', '天门', '恩施土家族苗族自治州', '十堰', '襄樊', '潜江', '重庆', '湘西土家族苗族自治州', '岳阳', '益阳', '湘潭', '株洲', '常德', '娄底', '衡阳', '邵阳', '怀化', '永州', '郴州', '张家界', '东莞', '佛山', '深圳', '清远', '惠州', '中山', '肇庆', '江门', '韶关', '茂名', '湛江', '珠海', '云浮', '梅州', '河源', '揭阳', '阳江', '汕头', '汕尾', '潮州', '贵港', '梧州', '玉林', '钦州', '南宁', '柳州', '防城港', '北海', '桂林', '成都', '广安', '遵义', '达州', '泸州', '南充', '内江', '遂宁', '资阳', '贵阳', '宜宾', '德阳', '眉山', '绵阳', '乐山', '雅安', '凉山彝族自治州', '阿坝藏族羌族自治州', '自贡', '广元', '巴中', '甘孜藏族自治州', '攀枝花', '安顺', '六盘水', '曲靖', '黔西南布依族苗族自治州', '黔东南苗族侗族自治州', '黔南布依族苗族自治州', '昆明', '玉溪', '楚雄彝族自治州', '红河哈尼族彝族自治州', '大理白族自治州', '文山壮族苗族自治州', '西双版纳傣族自治州', '咸阳', '宝鸡', '延安', '汉中', '铜川', '安康']"
20200420,1,"['包头', '呼和浩特']"
20200420,2,['乌海']
20200420,3,"['佳木斯', '双鸭山']"
20200420,4,"['西宁', '海北藏族自治州', '天水', '临夏回族自治州', '白银', '海西蒙古族藏族自治州', '海南藏族自治州', '兰州']"
