时间,连通分量,分量的城市
20200319,3,"['大庆', '宁波', '南京', '济南', '营口', '葫芦岛', '枣庄', '沧州', '徐州', '铁岭', '辽阳', '张家口', '宿州', '厦门', '台州', '青岛', '濮阳', '嘉兴', '绥化', '铜陵', '镇江', '邢台', '大连', '开封', '周口', '蚌埠', '舟山', '日照', '连云港', '宣城', '滨州', '哈尔滨', '白城', '宁德', '杭州', '本溪', '许昌', '烟台', '北京', '泰安', '抚顺', '唐山', '扬州', '淄博', '济宁', '阜新', '南通', '淮南', '鞍山', '上海', '龙岩', '福州', '三明', '聊城', '安庆', '信阳', '泰州', '南平', '盘锦', '鹤壁', '临沂', '盐城', '三门峡', '金华', '亳州', '新乡', '芜湖', '四平', '保定', '吉林', '平顶山', '焦作', '佳木斯', '齐齐哈尔', '漳州', '马鞍山', '绍兴', '丽水', '衢州', '菏泽', '商丘', '宿迁', '常州', '衡水', '阜阳', '泉州', '滁州', '天津', '长春', '廊坊', '石家庄', '松原', '温州', '池州', '潍坊', '洛阳', '邯郸', '苏州', '东营', '六安', '郑州', '德州', '驻马店', '莆田', '漯河', '无锡', '南阳', '锦州', '合肥', '秦皇岛', '湖州', '沈阳', '威海', '承德', '淮北', '安阳']"
20200319,4,"['朝阳', '通辽', '赤峰']"
20200319,5,"['萍乡', '郴州', '岳阳', '常德', '娄底', '湘潭', '张家界', '湘西土家族苗族自治州', '永州', '长沙', '株洲', '益阳', '怀化', '邵阳', '衡阳']"
20200319,6,"['孝感', '随州', '黄石', '黄冈', '鄂州', '武汉']"
20200319,7,"['西宁', '海西蒙古族藏族自治州']"
20200319,8,"['陇南', '白银', '定西', '武威', '临夏回族自治州', '兰州', '天水']"
20200319,9,"['大同', '朔州']"
20200320,1,"['曲靖', '昆明', '玉溪', '楚雄彝族自治州', '红河哈尼族彝族自治州', '昭通', '大理白族自治州', '文山壮族苗族自治州', '张家口', '北京', '郑州', '驻马店', '信阳', '漯河', '周口', '南阳', '阜阳', '贵阳', '铜仁', '遵义', '重庆', '黔东南苗族侗族自治州', '辽阳', '鞍山', '沈阳', '泸州', '毕节', '黔南布依族苗族自治州', '新乡', '安阳', '焦作', '开封', '宿州', '徐州', '淮北', '合肥', '蚌埠', '商丘', '清远', '广州', '佛山', '韶关', '百色', '湘西土家族苗族自治州', '怀化', '抚顺', '成都', '凉山彝族自治州', '攀枝花', '益阳', '长沙', '常德', '岳阳', '保山', '德宏傣族景颇族自治州', '临沧', '德州', '济南', '衡水', '聊城', '沧州', '滨州', '鹤壁', '濮阳', '邯郸', '湖州', '杭州', '苏州', '嘉兴', '宣城', '上海', '葫芦岛', '锦州', '秦皇岛', '北海', '钦州', '南宁', '邵阳', '娄底', '深圳', '梅州', '荆州', '宜昌', '恩施土家族苗族自治州', '承德', '唐山', '邢台', '石家庄', '保定', '镇江', '南京', '滁州', '马鞍山', '扬州', '常州', '无锡', '宿迁', '泰州', '盐城', '南通', '九江', '南昌', '金华', '绍兴', '丽水', '衢州', '宁波', '温州', '台州', '上饶', '潜江', '仙桃', '潮州', '汕头', '揭阳', '铁岭', '四平', '淄博', '东营', '盘锦', '营口', '舟山', '泰安', '济宁', '临沂', '永州', '衡阳', '郴州', '菏泽', '许昌', '天津', '廊坊', '潍坊', '抚州', '连云港', '六盘水', '肇庆', '云浮', '株洲', '安顺', '枣庄', '本溪', '亳州', '长春', '吉林', '达州', '巴中', '宜春', '新余', '萍乡', '青岛', '烟台', '日照', '来宾', '柳州', '桂林', '河池', '安庆', '池州', '铜陵', '洛阳', '平顶山', '湘潭', '张家界', '绥化', '大庆', '哈尔滨', '三门峡', '南充', '广安', '广元', '黔西南布依族苗族自治州', '厦门', '龙岩', '漳州', '芜湖', '泉州', '自贡', '内江', '湛江', '茂名', '玉林', '大连', '阜新', '雅安', '防城港', '宁德', '眉山', '乐山', '莆田', '福州', '资阳', '遂宁', '德阳', '绵阳', '甘孜藏族自治州', '佳木斯', '齐齐哈尔', '丽江', '景德镇', '鹰潭', '松原', '东莞', '惠州', '中山', '河源', '汕尾', '崇左', '贵港', '白城', '三明', '吉安', '赣州', '威海', '六安', '淮南', '珠海', '江门', '阳江', '梧州', '南平']"
20200320,2,"['阳泉', '鄂尔多斯', '汉中', '商洛', '长治', '巴彦淖尔', '晋城', '延安', '西安', '渭南', '榆林', '忻州', '晋中', '临汾', '乌兰察布', '咸阳', '呼和浩特', '安康', '乌海', '宝鸡', '包头', '吕梁', '铜川', '运城', '太原']"
20200320,3,"['朝阳', '通辽', '赤峰']"
20200320,4,"['孝感', '随州', '黄石', '黄冈', '鄂州', '武汉']"
20200320,5,"['西宁', '海西蒙古族藏族自治州']"
20200320,6,"['陇南', '白银', '定西', '武威', '临夏回族自治州', '兰州', '天水']"
20200320,7,"['大同', '朔州']"
20200321,1,"['白城', '兴安盟', '曲靖', '昆明', '玉溪', '楚雄彝族自治州', '红河哈尼族彝族自治州', '昭通', '大理白族自治州', '文山壮族苗族自治州', '鄂尔多斯', '榆林', '延安', '西安', '忻州', '吕梁', '张家口', '北京', '通辽', '赤峰', '贺州', '桂林', '梧州', '信阳', '驻马店', '郑州', '漯河', '周口', '南阳', '阜阳', '贵阳', '铜仁', '遵义', '重庆', '黔东南苗族侗族自治州', '晋城', '长治', '太原', '晋中', '辽阳', '鞍山', '沈阳', '毕节', '泸州', '黔南布依族苗族自治州', '新乡', '安阳', '焦作', '鹤壁', '开封', '宿州', '徐州', '淮北', '蚌埠', '合肥', '商丘', '清远', '广州', '佛山', '韶关', '百色', '湘西土家族苗族自治州', '怀化', '张家界', '抚顺', '成都', '凉山彝族自治州', '攀枝花', '益阳', '长沙', '常德', '岳阳', '呼和浩特', '乌兰察布', '包头', '保山', '德宏傣族景颇族自治州', '临沧', '德州', '济南', '衡水', '聊城', '沧州', '滨州', '濮阳', '邯郸', '渭南', '咸阳', '铜川', '运城', '湖州', '杭州', '苏州', '嘉兴', '宣城', '上海', '葫芦岛', '锦州', '秦皇岛', '北海', '钦州', '南宁', '邵阳', '娄底', '深圳', '梅州', '荆州', '宜昌', '恩施土家族苗族自治州', '承德', '唐山', '邢台', '石家庄', '保定', '镇江', '南京', '滁州', '马鞍山', '扬州', '常州', '宿迁', '无锡', '泰州', '南通', '盐城', '芜湖', '九江', '南昌', '金华', '绍兴', '丽水', '衢州', '宁波', '台州', '温州', '上饶', '潜江', '仙桃', '潮州', '汕头', '揭阳', '铁岭', '四平', '辽源', '长春', '淄博', '东营', '潍坊', '盘锦', '营口', '舟山', '泰安', '济宁', '临沂', '永州', '衡阳', '郴州', '菏泽', '许昌', '天津', '廊坊', '抚州', '乌海', '连云港', '商洛', '六盘水', '肇庆', '云浮', '株洲', '安顺', '枣庄', '本溪', '阳泉', '亳州', '吉林', '大同', '朔州', '达州', '巴中', '宜春', '新余', '萍乡', '青岛', '日照', '烟台', '来宾', '柳州', '河池', '安庆', '铜陵', '池州', '洛阳', '平顶山', '三门峡', '湘潭', '绥化', '大庆', '哈尔滨', '齐齐哈尔', '自贡', '安康', '南充', '广安', '广元', '绵阳', '黔西南布依族苗族自治州', '宝鸡', '厦门', '龙岩', '漳州', '泉州', '内江', '湛江', '茂名', '玉林', '阜新', '大连', '朝阳', '雅安', '防城港', '宁德', '眉山', '乐山', '莆田', '福州', '资阳', '遂宁', '汉中', '德阳', '甘孜藏族自治州', '佳木斯', '临汾', '丽江', '巴彦淖尔', '景德镇', '鹰潭', '松原', '通化', '东莞', '惠州', '中山', '河源', '江门', '汕尾', '济源', '崇左', '贵港', '三明', '吉安', '赣州', '威海', '六安', '淮南', '珠海', '阳江', '南平']"
20200321,2,"['孝感', '随州', '黄石', '黄冈', '鄂州', '武汉']"
20200321,3,"['西宁', '海西蒙古族藏族自治州']"
20200321,4,"['陇南', '白银', '定西', '武威', '临夏回族自治州', '兰州', '天水']"
20200322,1,"['白城', '兴安盟', '曲靖', '昆明', '玉溪', '楚雄彝族自治州', '红河哈尼族彝族自治州', '昭通', '大理白族自治州', '文山壮族苗族自治州', '鄂尔多斯', '榆林', '延安', '西安', '忻州', '吕梁', '张家口', '北京', '信阳', '驻马店', '郑州', '漯河', '周口', '南阳', '阜阳', '贵阳', '铜仁', '遵义', '重庆', '黔东南苗族侗族自治州', '晋城', '长治', '太原', '晋中', '辽阳', '沈阳', '鞍山', '泸州', '毕节', '黔南布依族苗族自治州', '新乡', '安阳', '焦作', '鹤壁', '开封', '宿州', '徐州', '淮北', '合肥', '蚌埠', '商丘', '清远', '广州', '佛山', '韶关', '东莞', '百色', '湘西土家族苗族自治州', '怀化', '抚顺', '成都', '凉山彝族自治州', '攀枝花', '益阳', '长沙', '岳阳', '常德', '呼和浩特', '乌兰察布', '包头', '保山', '德宏傣族景颇族自治州', '临沧', '德州', '济南', '衡水', '沧州', '聊城', '滨州', '濮阳', '邯郸', '渭南', '咸阳', '运城', '铜川', '湖州', '杭州', '苏州', '嘉兴', '宣城', '上海', '葫芦岛', '锦州', '秦皇岛', '北海', '钦州', '南宁', '邵阳', '娄底', '深圳', '梅州', '荆州', '宜昌', '恩施土家族苗族自治州', '承德', '唐山', '邢台', '石家庄', '保定', '镇江', '南京', '滁州', '马鞍山', '扬州', '常州', '宿迁', '无锡', '泰州', '盐城', '南通', '九江', '南昌', '金华', '绍兴', '丽水', '衢州', '宁波', '温州', '台州', '上饶', '潜江', '仙桃', '潮州', '汕头', '揭阳', '铁岭', '四平', '淄博', '东营', '潍坊', '盘锦', '营口', '泰安', '济宁', '临沂', '永州', '衡阳', '郴州', '菏泽', '许昌', '天津', '廊坊', '抚州', '乌海', '连云港', '商洛', '六盘水', '云浮', '肇庆', '株洲', '安顺', '枣庄', '本溪', '阳泉', '亳州', '长春', '吉林', '大同', '朔州', '达州', '巴中', '宜春', '新余', '萍乡', '青岛', '日照', '烟台', '来宾', '柳州', '桂林', '河池', '安庆', '池州', '铜陵', '洛阳', '平顶山', '湘潭', '张家界', '绥化', '大庆', '哈尔滨', '三门峡', '自贡', '安康', '南充', '广安', '广元', '黔西南布依族苗族自治州', '宝鸡', '厦门', '龙岩', '漳州', '芜湖', '泉州', '内江', '湛江', '茂名', '玉林', '大连', '阜新', '雅安', '防城港', '宁德', '眉山', '乐山', '莆田', '福州', '资阳', '遂宁', '汉中', '德阳', '绵阳', '汕尾', '佳木斯', '齐齐哈尔', '临汾', '丽江', '巴彦淖尔', '景德镇', '鹰潭', '松原', '惠州', '中山', '河源', '江门', '舟山', '济源', '崇左', '贵港', '三明', '吉安', '威海', '六安', '淮南', '珠海', '赣州', '梧州', '阳江', '南平']"
20200322,2,"['朝阳', '通辽', '赤峰']"
20200322,3,"['孝感', '随州', '黄石', '黄冈', '鄂州', '武汉']"
20200322,4,"['西宁', '海西蒙古族藏族自治州']"
20200322,5,"['陇南', '白银', '定西', '武威', '临夏回族自治州', '兰州', '天水']"
20200323,1,"['白城', '兴安盟', '曲靖', '昆明', '玉溪', '楚雄彝族自治州', '红河哈尼族彝族自治州', '昭通', '大理白族自治州', '文山壮族苗族自治州', '张家口', '北京', '通辽', '赤峰', '贺州', '梧州', '桂林', '郑州', '驻马店', '信阳', '漯河', '周口', '南阳', '阜阳', '贵阳', '铜仁', '遵义', '重庆', '黔东南苗族侗族自治州', '怀化', '辽阳', '沈阳', '鞍山', '泸州', '毕节', '黔南布依族苗族自治州', '新乡', '焦作', '安阳', '开封', '鹤壁', '宿州', '徐州', '淮北', '合肥', '蚌埠', '商丘', '清远', '广州', '佛山', '韶关', '东莞', '百色', '湘西土家族苗族自治州', '抚顺', '成都', '凉山彝族自治州', '攀枝花', '益阳', '长沙', '常德', '岳阳', '保山', '德宏傣族景颇族自治州', '临沧', '德州', '济南', '衡水', '聊城', '沧州', '滨州', '濮阳', '邯郸', '湖州', '杭州', '苏州', '嘉兴', '宣城', '上海', '葫芦岛', '锦州', '秦皇岛', '北海', '钦州', '南宁', '邵阳', '娄底', '深圳', '梅州', '荆州', '宜昌', '恩施土家族苗族自治州', '承德', '唐山', '邢台', '石家庄', '保定', '镇江', '南京', '滁州', '马鞍山', '扬州', '常州', '无锡', '宿迁', '泰州', '南通', '盐城', '芜湖', '九江', '南昌', '金华', '绍兴', '丽水', '衢州', '宁波', '温州', '台州', '上饶', '潜江', '仙桃', '潮州', '汕头', '揭阳', '铁岭', '四平', '淄博', '东营', '潍坊', '盘锦', '营口', '舟山', '泰安', '济宁', '临沂', '永州', '郴州', '衡阳', '许昌', '菏泽', '天津', '廊坊', '抚州', '连云港', '六盘水', '云浮', '肇庆', '株洲', '安顺', '枣庄', '本溪', '亳州', '长春', '吉林', '达州', '巴中', '宜春', '新余', '丹东', '青岛', '烟台', '日照', '来宾', '柳州', '河池', '安庆', '铜陵', '池州', '洛阳', '平顶山', '三门峡', '湘潭', '张家界', '绥化', '大庆', '哈尔滨', '齐齐哈尔', '南充', '广安', '广元', '黔西南布依族苗族自治州', '六安', '萍乡', '厦门', '龙岩', '漳州', '泉州', '自贡', '内江', '湛江', '茂名', '玉林', '大连', '阜新', '朝阳', '雅安', '防城港', '宁德', '眉山', '乐山', '莆田', '福州', '资阳', '遂宁', '德阳', '绵阳', '佳木斯', '丽江', '景德镇', '鹰潭', '松原', '通化', '呼伦贝尔', '惠州', '中山', '江门', '河源', '威海', '汕尾', '济源', '崇左', '贵港', '三明', '吉安', '赣州', '淮南', '珠海', '阳江', '南平']"
20200323,2,"['阳泉', '鄂尔多斯', '汉中', '朔州', '商洛', '长治', '巴彦淖尔', '晋城', '延安', '西安', '渭南', '榆林', '忻州', '晋中', '临汾', '乌兰察布', '咸阳', '呼和浩特', '安康', '大同', '乌海', '宝鸡', '包头', '吕梁', '铜川', '运城', '庆阳', '太原']"
20200323,3,"['孝感', '随州', '黄石', '黄冈', '鄂州', '武汉']"
20200323,4,"['西宁', '海西蒙古族藏族自治州']"
20200323,5,"['陇南', '白银', '定西', '武威', '临夏回族自治州', '兰州', '天水']"
20200324,1,"['白城', '兴安盟', '曲靖', '昆明', '玉溪', '楚雄彝族自治州', '红河哈尼族彝族自治州', '昭通', '大理白族自治州', '文山壮族苗族自治州', '张家口', '北京', '通辽', '赤峰', '郑州', '驻马店', '信阳', '漯河', '周口', '南阳', '阜阳', '贵阳', '铜仁', '遵义', '重庆', '黔东南苗族侗族自治州', '辽阳', '鞍山', '沈阳', '哈尔滨', '牡丹江', '泸州', '毕节', '黔南布依族苗族自治州', '新乡', '安阳', '焦作', '开封', '鹤壁', '宿州', '徐州', '淮北', '合肥', '蚌埠', '商丘', '清远', '广州', '佛山', '韶关', '百色', '湘西土家族苗族自治州', '怀化', '长沙', '抚顺', '成都', '凉山彝族自治州', '攀枝花', '益阳', '岳阳', '常德', '保山', '德宏傣族景颇族自治州', '临沧', '德州', '济南', '衡水', '聊城', '沧州', '滨州', '濮阳', '邯郸', '湖州', '杭州', '苏州', '嘉兴', '宣城', '上海', '葫芦岛', '锦州', '秦皇岛', '北海', '钦州', '南宁', '邵阳', '娄底', '深圳', '梅州', '荆州', '宜昌', '恩施土家族苗族自治州', '承德', '唐山', '邢台', '石家庄', '保定', '镇江', '南京', '滁州', '马鞍山', '扬州', '常州', '无锡', '宿迁', '南通', '盐城', '泰州', '九江', '南昌', '金华', '绍兴', '衢州', '丽水', '宁波', '温州', '台州', '上饶', '潜江', '仙桃', '潮州', '汕头', '揭阳', '铁岭', '四平', '淄博', '东营', '潍坊', '盘锦', '营口', '舟山', '泰安', '济宁', '临沂', '永州', '衡阳', '郴州', '菏泽', '许昌', '天津', '廊坊', '抚州', '连云港', '六盘水', '肇庆', '云浮', '株洲', '安顺', '枣庄', '本溪', '亳州', '长春', '吉林', '达州', '巴中', '宜春', '新余', '丹东', '青岛', '烟台', '日照', '来宾', '柳州', '桂林', '河池', '安庆', '池州', '铜陵', '洛阳', '平顶山', '三门峡', '湘潭', '张家界', '绥化', '大庆', '齐齐哈尔', '南充', '广安', '广元', '黔西南布依族苗族自治州', '六安', '萍乡', '厦门', '龙岩', '芜湖', '漳州', '泉州', '自贡', '内江', '湛江', '茂名', '玉林', '大连', '阜新', '朝阳', '雅安', '防城港', '宁德', '眉山', '乐山', '莆田', '福州', '资阳', '遂宁', '德阳', '绵阳', '佳木斯', '丽江', '景德镇', '鹰潭', '松原', '通化', '呼伦贝尔', '东莞', '惠州', '中山', '江门', '河源', '汕尾', '济源', '崇左', '贵港', '三明', '赣州', '吉安', '威海', '淮南', '珠海', '锡林郭勒盟', '南平']"
20200324,2,"['阳泉', '鄂尔多斯', '汉中', '朔州', '商洛', '长治', '巴彦淖尔', '晋城', '延安', '西安', '渭南', '榆林', '忻州', '晋中', '临汾', '乌兰察布', '咸阳', '呼和浩特', '安康', '大同', '乌海', '宝鸡', '包头', '吕梁', '铜川', '运城', '太原']"
20200324,3,"['孝感', '随州', '黄石', '黄冈', '鄂州', '武汉']"
20200324,4,"['西宁', '海西蒙古族藏族自治州']"
20200324,5,"['陇南', '白银', '定西', '武威', '临夏回族自治州', '兰州', '天水']"
20200325,1,"['白城', '兴安盟', '曲靖', '昆明', '玉溪', '楚雄彝族自治州', '红河哈尼族彝族自治州', '昭通', '大理白族自治州', '文山壮族苗族自治州', '鄂尔多斯', '榆林', '延安', '西安', '吕梁', '忻州', '张家口', '北京', '通辽', '赤峰', '郑州', '驻马店', '信阳', '周口', '漯河', '南阳', '阜阳', '贵阳', '铜仁', '遵义', '重庆', '黔东南苗族侗族自治州', '怀化', '晋城', '长治', '太原', '晋中', '辽阳', '鞍山', '沈阳', '哈尔滨', '牡丹江', '泸州', '毕节', '黔南布依族苗族自治州', '新乡', '安阳', '焦作', '鹤壁', '开封', '宿州', '徐州', '淮北', '合肥', '蚌埠', '商丘', '清远', '广州', '佛山', '韶关', '百色', '湘西土家族苗族自治州', '长沙', '抚顺', '成都', '凉山彝族自治州', '攀枝花', '益阳', '岳阳', '常德', '呼和浩特', '乌兰察布', '包头', '保山', '德宏傣族景颇族自治州', '临沧', '德州', '济南', '衡水', '聊城', '沧州', '滨州', '濮阳', '邯郸', '渭南', '咸阳', '运城', '湖州', '杭州', '苏州', '嘉兴', '宣城', '上海', '葫芦岛', '锦州', '秦皇岛', '北海', '钦州', '南宁', '邵阳', '娄底', '深圳', '梅州', '荆州', '宜昌', '恩施土家族苗族自治州', '承德', '唐山', '邢台', '石家庄', '保定', '镇江', '南京', '滁州', '马鞍山', '扬州', '常州', '宿迁', '无锡', '盐城', '南通', '泰州', '九江', '南昌', '金华', '绍兴', '丽水', '衢州', '宁波', '温州', '台州', '上饶', '潜江', '仙桃', '潮州', '汕头', '揭阳', '铁岭', '四平', '淄博', '东营', '潍坊', '盘锦', '营口', '舟山', '泰安', '济宁', '临沂', '永州', '郴州', '衡阳', '菏泽', '许昌', '天津', '廊坊', '抚州', '乌海', '连云港', '商洛', '六盘水', '肇庆', '云浮', '株洲', '安顺', '枣庄', '本溪', '阳泉', '亳州', '长春', '吉林', '大同', '朔州', '达州', '巴中', '宜春', '新余', '丹东', '青岛', '日照', '烟台', '来宾', '柳州', '桂林', '河池', '安庆', '池州', '铜陵', '洛阳', '平顶山', '三门峡', '湘潭', '张家界', '绥化', '大庆', '齐齐哈尔', '安康', '南充', '广安', '广元', '黔西南布依族苗族自治州', '宝鸡', '六安', '萍乡', '厦门', '龙岩', '漳州', '芜湖', '泉州', '自贡', '内江', '湛江', '茂名', '玉林', '大连', '阜新', '朝阳', '雅安', '防城港', '宁德', '眉山', '乐山', '莆田', '福州', '资阳', '遂宁', '汉中', '德阳', '绵阳', '甘孜藏族自治州', '佳木斯', '临汾', '丽江', '巴彦淖尔', '景德镇', '鹰潭', '铜川', '松原', '通化', '呼伦贝尔', '东莞', '惠州', '中山', '河源', '汕尾', '济源', '崇左', '贵港', '三明', '赣州', '吉安', '威海', '淮南', '珠海', '江门', '锡林郭勒盟', '梧州', '南平']"
