city_name,city_name_another
苏州,徐州
苏州,常州
苏州,南通
苏州,嘉兴
苏州,湖州
苏州,盐城
苏州,杭州
苏州,泰州
苏州,镇江
苏州,宁波
苏州,淮安
苏州,宿迁
苏州,扬州
苏州,超级节点
上海,嘉兴
上海,南通
上海,杭州
上海,无锡
上海,宁波
上海,南京
上海,盐城
上海,湖州
上海,常州
上海,合肥
上海,绍兴
上海,舟山
上海,泰州
上海,金华
上海,扬州
上海,超级节点
嘉兴,杭州
嘉兴,宁波
嘉兴,湖州
嘉兴,绍兴
嘉兴,超级节点
南通,南京
南通,无锡
南通,泰州
南通,盐城
南通,超级节点
杭州,绍兴
杭州,湖州
杭州,金华
杭州,宁波
杭州,衢州
杭州,台州
杭州,温州
杭州,上饶
杭州,超级节点
无锡,南京
无锡,常州
无锡,泰州
无锡,盐城
无锡,镇江
无锡,超级节点
宁波,绍兴
宁波,台州
宁波,舟山
宁波,金华
宁波,温州
宁波,超级节点
南京,镇江
南京,滁州
南京,马鞍山
南京,扬州
南京,常州
南京,淮安
南京,宿迁
南京,徐州
南京,合肥
南京,泰州
南京,盐城
南京,芜湖
南京,宣城
南京,超级节点
盐城,连云港
盐城,淮安
盐城,泰州
盐城,超级节点
湖州,宣城
湖州,超级节点
常州,镇江
常州,泰州
常州,超级节点
合肥,六安
合肥,淮南
合肥,安庆
合肥,滁州
合肥,阜阳
合肥,芜湖
合肥,马鞍山
合肥,蚌埠
合肥,亳州
合肥,宿州
合肥,铜陵
合肥,超级节点
绍兴,金华
绍兴,超级节点
舟山,超级节点
泰州,扬州
泰州,超级节点
金华,温州
金华,丽水
金华,衢州
金华,台州
金华,上饶
金华,超级节点
扬州,淮安
扬州,镇江
扬州,滁州
扬州,超级节点
镇江,超级节点
滁州,蚌埠
滁州,超级节点
马鞍山,芜湖
马鞍山,超级节点
淮安,连云港
淮安,宿迁
淮安,超级节点
宿迁,徐州
宿迁,连云港
宿迁,超级节点
徐州,宿州
徐州,临沂
徐州,济宁
徐州,枣庄
徐州,连云港
徐州,超级节点
芜湖,宣城
芜湖,铜陵
芜湖,超级节点
宣城,超级节点
宿州,蚌埠
宿州,淮北
宿州,商丘
宿州,超级节点
临沂,连云港
临沂,济南
临沂,青岛
临沂,淄博
临沂,枣庄
临沂,潍坊
临沂,济宁
临沂,泰安
临沂,日照
临沂,超级节点
济宁,济南
济宁,枣庄
济宁,菏泽
济宁,泰安
济宁,超级节点
枣庄,超级节点
连云港,超级节点
衢州,上饶
衢州,超级节点
台州,温州
台州,超级节点
温州,丽水
温州,宁德
温州,超级节点
上饶,南昌
上饶,景德镇
上饶,鹰潭
上饶,超级节点
丽水,超级节点
宁德,福州
宁德,超级节点
六安,淮南
六安,阜阳
六安,信阳
六安,超级节点
淮南,阜阳
淮南,超级节点
安庆,铜陵
安庆,池州
安庆,超级节点
阜阳,亳州
阜阳,周口
阜阳,驻马店
阜阳,超级节点
蚌埠,超级节点
亳州,淮北
亳州,商丘
亳州,周口
亳州,超级节点
铜陵,超级节点
淮北,超级节点
池州,超级节点
周口,郑州
周口,开封
周口,许昌
周口,漯河
周口,商丘
周口,驻马店
周口,超级节点
驻马店,郑州
驻马店,漯河
驻马店,南阳
驻马店,信阳
驻马店,超级节点
商丘,菏泽
商丘,郑州
商丘,开封
商丘,超级节点
信阳,郑州
信阳,超级节点
福州,莆田
福州,泉州
福州,南平
福州,厦门
福州,三明
福州,超级节点
莆田,泉州
莆田,超级节点
泉州,厦门
泉州,三明
泉州,漳州
泉州,超级节点
南平,超级节点
厦门,漳州
厦门,龙岩
厦门,超级节点
三明,超级节点
漳州,龙岩
漳州,超级节点
龙岩,超级节点
宜春,南昌
宜春,萍乡
宜春,新余
宜春,吉安
宜春,超级节点
南昌,九江
南昌,抚州
南昌,吉安
南昌,赣州
南昌,超级节点
九江,黄冈
九江,超级节点
抚州,超级节点
吉安,赣州
吉安,超级节点
赣州,广州
赣州,超级节点
景德镇,超级节点
萍乡,长沙
萍乡,超级节点
长沙,岳阳
长沙,湘潭
长沙,益阳
长沙,株洲
长沙,娄底
长沙,常德
长沙,衡阳
长沙,邵阳
长沙,郴州
长沙,永州
长沙,怀化
长沙,湘西土家族苗族自治州
长沙,张家界
长沙,超级节点
黄冈,武汉
黄冈,黄石
黄冈,超级节点
新余,超级节点
鹰潭,超级节点
广州,衡阳
广州,佛山
广州,东莞
广州,清远
广州,深圳
广州,惠州
广州,中山
广州,肇庆
广州,江门
广州,韶关
广州,茂名
广州,湛江
广州,珠海
广州,云浮
广州,梅州
广州,揭阳
广州,河源
广州,汕头
广州,阳江
广州,超级节点
济南,泰安
济南,淄博
济南,滨州
济南,菏泽
济南,潍坊
济南,青岛
济南,烟台
济南,超级节点
泰安,超级节点
淄博,青岛
淄博,滨州
淄博,潍坊
淄博,东营
淄博,超级节点
滨州,东营
滨州,潍坊
滨州,超级节点
菏泽,开封
菏泽,超级节点
潍坊,青岛
潍坊,东营
潍坊,烟台
潍坊,日照
潍坊,超级节点
青岛,烟台
青岛,日照
青岛,威海
青岛,超级节点
烟台,威海
烟台,超级节点
日照,超级节点
威海,超级节点
东营,超级节点
开封,郑州
开封,新乡
开封,许昌
开封,超级节点
郑州,新乡
郑州,许昌
郑州,洛阳
郑州,焦作
郑州,平顶山
郑州,南阳
郑州,漯河
郑州,鹤壁
郑州,超级节点
新乡,鹤壁
新乡,焦作
新乡,超级节点
许昌,平顶山
许昌,漯河
许昌,超级节点
洛阳,平顶山
洛阳,焦作
洛阳,超级节点
焦作,济源
焦作,超级节点
平顶山,漯河
平顶山,南阳
平顶山,超级节点
南阳,襄樊
南阳,超级节点
漯河,超级节点
鹤壁,超级节点
济源,超级节点
襄樊,武汉
襄樊,十堰
孝感,武汉
孝感,超级节点
武汉,鄂州
武汉,咸宁
武汉,荆州
武汉,黄石
武汉,仙桃
武汉,随州
武汉,荆门
武汉,超级节点
鄂州,黄石
鄂州,超级节点
咸宁,超级节点
荆州,宜昌
荆州,潜江
荆州,岳阳
荆州,超级节点
黄石,超级节点
仙桃,超级节点
随州,超级节点
荆门,天门
荆门,超级节点
十堰,超级节点
宜昌,恩施土家族苗族自治州
宜昌,超级节点
恩施土家族苗族自治州,重庆
恩施土家族苗族自治州,湘西土家族苗族自治州
恩施土家族苗族自治州,超级节点
天门,超级节点
潜江,超级节点
岳阳,益阳
岳阳,超级节点
重庆,成都
重庆,广安
重庆,遵义
重庆,达州
重庆,泸州
重庆,内江
重庆,南充
重庆,铜仁
重庆,贵阳
重庆,资阳
重庆,遂宁
重庆,超级节点
湘西土家族苗族自治州,张家界
湘西土家族苗族自治州,怀化
湘西土家族苗族自治州,超级节点
湘潭,株洲
湘潭,娄底
湘潭,超级节点
益阳,常德
益阳,超级节点
株洲,衡阳
株洲,超级节点
娄底,邵阳
娄底,超级节点
常德,张家界
常德,超级节点
衡阳,郴州
衡阳,永州
衡阳,超级节点
邵阳,怀化
邵阳,超级节点
郴州,永州
郴州,超级节点
永州,超级节点
怀化,超级节点
张家界,超级节点
佛山,深圳
佛山,中山
佛山,肇庆
佛山,江门
佛山,东莞
佛山,清远
佛山,云浮
佛山,惠州
佛山,超级节点
东莞,深圳
东莞,江门
东莞,茂名
东莞,惠州
东莞,河源
东莞,中山
东莞,超级节点
清远,韶关
清远,超级节点
深圳,惠州
深圳,汕尾
深圳,河源
深圳,中山
深圳,梅州
深圳,揭阳
深圳,茂名
深圳,珠海
深圳,汕头
深圳,湛江
深圳,超级节点
惠州,河源
惠州,汕尾
惠州,超级节点
中山,珠海
中山,江门
中山,超级节点
肇庆,云浮
肇庆,超级节点
江门,珠海
江门,超级节点
韶关,超级节点
茂名,湛江
茂名,玉林
茂名,超级节点
湛江,玉林
湛江,超级节点
珠海,超级节点
云浮,超级节点
梅州,超级节点
揭阳,汕头
揭阳,潮州
揭阳,超级节点
河源,超级节点
汕头,潮州
汕头,超级节点
阳江,超级节点
汕尾,超级节点
潮州,超级节点
玉林,南宁
玉林,贵港
玉林,超级节点
崇左,南宁
崇左,超级节点
南宁,百色
南宁,河池
南宁,钦州
南宁,贵港
南宁,柳州
南宁,防城港
南宁,来宾
南宁,桂林
南宁,北海
南宁,超级节点
百色,超级节点
河池,柳州
河池,超级节点
钦州,北海
钦州,防城港
钦州,超级节点
贵港,超级节点
柳州,来宾
柳州,桂林
柳州,超级节点
防城港,超级节点
来宾,超级节点
桂林,贺州
桂林,超级节点
北海,超级节点
贺州,超级节点
成都,眉山
成都,德阳
成都,绵阳
成都,资阳
成都,乐山
成都,南充
成都,内江
成都,雅安
成都,阿坝藏族羌族自治州
成都,遂宁
成都,宜宾
成都,达州
成都,凉山彝族自治州
成都,自贡
成都,广元
成都,泸州
成都,巴中
成都,甘孜藏族自治州
成都,广安
成都,超级节点
广安,南充
广安,超级节点
遵义,泸州
遵义,贵阳
遵义,毕节
遵义,铜仁
遵义,黔南布依族苗族自治州
遵义,超级节点
达州,巴中
达州,超级节点
泸州,宜宾
泸州,超级节点
内江,自贡
内江,资阳
内江,超级节点
南充,超级节点
铜仁,贵阳
铜仁,黔东南苗族侗族自治州
贵阳,毕节
贵阳,黔南布依族苗族自治州
贵阳,安顺
贵阳,黔东南苗族侗族自治州
贵阳,六盘水
贵阳,黔西南布依族苗族自治州
贵阳,超级节点
资阳,超级节点
遂宁,绵阳
遂宁,超级节点
眉山,乐山
眉山,超级节点
德阳,绵阳
德阳,超级节点
绵阳,广元
绵阳,超级节点
乐山,超级节点
雅安,超级节点
阿坝藏族羌族自治州,超级节点
宜宾,自贡
宜宾,昭通
宜宾,超级节点
凉山彝族自治州,攀枝花
凉山彝族自治州,昭通
凉山彝族自治州,超级节点
自贡,超级节点
广元,超级节点
巴中,超级节点
甘孜藏族自治州,超级节点
攀枝花,超级节点
昭通,毕节
昭通,昆明
昭通,超级节点
毕节,六盘水
毕节,安顺
黔南布依族苗族自治州,安顺
黔南布依族苗族自治州,黔东南苗族侗族自治州
黔南布依族苗族自治州,超级节点
安顺,六盘水
安顺,黔西南布依族苗族自治州
安顺,超级节点
黔东南苗族侗族自治州,超级节点
六盘水,曲靖
六盘水,黔西南布依族苗族自治州
六盘水,超级节点
黔西南布依族苗族自治州,超级节点
曲靖,昆明
曲靖,超级节点
昆明,玉溪
昆明,楚雄彝族自治州
昆明,红河哈尼族彝族自治州
昆明,大理白族自治州
昆明,文山壮族苗族自治州
昆明,普洱
昆明,超级节点
玉溪,红河哈尼族彝族自治州
玉溪,超级节点
楚雄彝族自治州,超级节点
红河哈尼族彝族自治州,文山壮族苗族自治州
红河哈尼族彝族自治州,超级节点
大理白族自治州,丽江
大理白族自治州,超级节点
文山壮族苗族自治州,超级节点
普洱,西双版纳傣族自治州
普洱,超级节点
德宏傣族景颇族自治州,保山
德宏傣族景颇族自治州,超级节点
保山,超级节点
丽江,超级节点
西双版纳傣族自治州,超级节点
咸阳,西安
咸阳,宝鸡
咸阳,超级节点
西安,商洛
西安,宝鸡
西安,延安
西安,安康
西安,铜川
西安,汉中
西安,超级节点
商洛,超级节点
宝鸡,超级节点
延安,超级节点
安康,超级节点
铜川,超级节点
汉中,超级节点
临夏回族自治州,兰州
临夏回族自治州,定西
临夏回族自治州,超级节点
兰州,定西
兰州,白银
兰州,天水
兰州,武威
兰州,海东
兰州,超级节点
定西,超级节点
白银,超级节点
天水,陇南
天水,超级节点
武威,超级节点
海东,西宁
陇南,超级节点
西宁,海西蒙古族藏族自治州
西宁,超级节点
海西蒙古族藏族自治州,超级节点
超级节点,白山
超级节点,佳木斯
超级节点,黑河
超级节点,齐齐哈尔
超级节点,临沧
超级节点,襄阳
超级节点,张掖
超级节点,伊春
超级节点,双鸭山
超级节点,海南藏族自治州
超级节点,呼伦贝尔
超级节点,辽源
超级节点,庆阳
超级节点,通化
超级节点,梧州
超级节点,平凉
超级节点,鹤岗
超级节点,牡丹江
超级节点,鸡西
超级节点,海北藏族自治州
超级节点,金昌
超级节点,延边朝鲜族自治州
